cid,#sim,day,budget,start,end,vidCoeff,mobCoeff,reach,demand,publisher,OML,OMH,OFL,OFH,YML,YMH,YFL,YFH,completion_precentage,profit,decision,revenue,budgetMillis,tartgetedImps,other,cost,ERR
10926298,123,16,0.813,17,19,2.9024761526522163,1.5590170430117718,1440, , ,1,0,0,0,0,0,0,0,1,??, ,1.048360551055784,813,2882.268602714815,0.0,0.0,1.289496372762342
1321101208,123,10,1.748,11,20,2.496109623605177,2.064195697080464,3672, , ,0,0,0,0,1,0,0,0,0.8145667437596386,??, ,1.279358950493238,1748,2991.0890830853928,0.0,0.0,0.731898713096818
870671665,123,18,0.477,19,21,2.681471775264404,1.6740960564560479,1855, , ,0,0,0,0,0,1,0,1,0.0,??, ,0.0,477,0.0,0.0,0.0,0.0
1673280036,123,19,0.495,20,22,2.4893417242641096,2.3278694858020654,1855, , ,0,0,0,0,0,1,0,1,1,??, ,0.49613009644377004,495,1859.3276816971058,0.0,0.0,1.0022830231187274
226258827,123,13,3.388,14,23,2.5953661504532066,1.6438023289550125,9720, , ,0,1,0,1,0,0,0,0,1,??, ,3.8071097228437294,3388,11377.148499629084,0.0,3.9491848657690647,1.1237041684898847
766476993,123,14,1.124,15,24,2.8702358690749192,2.2849080202758505,3256, , ,0,1,0,0,0,0,0,0,0.5434206350161442,??, ,0.2993077177827554,1124,1769.3775876125658,0.0,0.559620232650671,0.26628800514480017
985824124,123,20,1.375,21,25,2.3839499675083315,1.9371373113425017,7180, , ,1,0,0,0,0,0,0,0,1,??, ,1.5575366752830968,1375,8534.206406301033,0.0,1.3782900192633205,1.132753945660434
863839922,123,22,7.396,23,25,2.5950934620594373,2.380690132610681,12018, , ,1,0,1,0,1,0,1,0,1,??, ,9.536292492150922,7396,24036.9537824636,0.0,4.650432839382935,1.2893851395552896
2060004362,123,17,4.29,18,27,2.0865283961350873,2.4395946033949922,6075, , ,0,1,0,1,0,0,0,0,1,??, ,5.0971965227696225,4290,8095.765761329214,0.0,1.0861132862753562,1.1881576976152965
296918813,123,25,1.295,26,30,2.329220175239098,2.1837939341178068,7020, , ,1,1,0,0,0,0,0,0,0.7731592162208231,??, ,0.8433871801763073,1295,5427.577697870178,0.0,0.0,0.6512642317963764
1801954699,123,28,0.597,29,31,2.8065804409802855,2.0528343031305454,2754, , ,0,0,0,0,1,0,0,0,1,??, ,0.7497835077779332,597,4588.437302569361,0.0,1.1964531582332212,1.2559187734973756
1552099744,123,21,8.667,22,31,2.5244093010658415,1.5405295281478542,15840, , ,0,0,0,0,1,0,0,0,0.0,??, ,0.0,8667,0.0,0.0,0.0,0.0
1031311420,123,29,1.486,30,32,2.2365048651380715,2.2706084173091146,2692, , ,1,0,0,0,0,0,0,0,1,??, ,1.9081654819974874,1486,5202.864956392657,0.0,0.0,1.2840952099579324
1860985153,123,27,2.036,28,32,2.997602458482066,1.9289902238909926,5044, , ,1,1,0,0,1,1,0,0,1,??, ,2.625196752498862,2036,10088.68682158885,0.0,0.7651865721392909,1.289389367632054
195912752,123,23,22.727,24,33,2.0976212349323142,1.7084134163107247,22945, , ,0,0,0,0,1,1,1,1,1,??, ,26.28635454768523,22727,28512.48411313015,0.0,4.978865653667787,1.1566134794599037
1358687722,123,24,4.324,25,34,2.4560923009794076,1.693744397651856,20824, , ,1,1,0,0,0,0,0,0,0.9721895020039031,??, ,4.196489656505102,4324,20244.87418972928,0.0,0.0,0.9705110213934095
537341834,123,31,2.406,32,34,2.0892949523491993,1.9292648016370197,3026, , ,1,1,0,0,1,1,0,0,1,??, ,3.102462580059871,2406,6055.655015414155,0.0,1.425172804514385,1.289469069019065
1897730652,123,30,5.857,31,35,2.2547086028571353,2.3488611530791506,20176, , ,1,1,0,0,1,1,0,0,1,??, ,7.018226788328667,5857,27590.91897388614,0.0,5.987516944954368,1.1982630678382562
1947011920,123,26,1.841,27,36,2.185351254833253,1.788147306484279,3672, , ,0,0,0,0,1,0,0,0,1,??, ,2.075416357392571,1841,4324.188630093569,0.0,4.874312248284449,1.127330992608675
716438987,123,34,6.918,35,37,2.8342267529396183,1.6717768814914507,12986, , ,1,1,1,1,0,0,0,0,0.7735983302191909,??, ,4.5114883773588765,6918,10045.947916226412,0.0,0.871837789475495,0.652137666573992
1082922139,123,33,1.593,34,38,2.9312837305794504,1.9222707348804615,9604, , ,1,0,0,0,0,0,0,0,1,??, ,1.9656370614579488,1593,14656.592971278656,0.0,1.594774659570035,1.2339215702811983
2084561743,123,36,0.294,37,39,2.8398097349820826,1.7873213531489238,1561, , ,1,1,0,0,0,0,0,0,1,??, ,0.37910176066461954,294,3123.7321842239535,0.0,0.0,1.2894617709680938
1950378969,123,35,1.662,36,40,2.301897101796798,1.8335524543114718,1988, , ,0,1,0,1,0,1,0,1,1,??, ,1.6648208004701874,1662,1991.4636812877807,0.0,0.0,1.0016972325332054
39151586,123,38,2.277,39,41,2.778760953208783,1.7824927800012849,3904, , ,1,1,0,0,0,0,0,0,1,??, ,2.9359532615787596,2277,7808.846540144266,0.0,1.841033094598349,1.2893953717956783
2115345291,123,39,0.8,40,42,2.439569426844737,2.4991886055520007,1159, , ,0,0,0,0,0,1,0,1,1,??, ,1.0315671749569597,800,2319.2423993669045,0.0,0.2612906404814296,1.2894589686961995
951054171,123,32,8.9,33,42,2.0315383503151105,2.410929112447808,12005, , ,1,0,0,0,0,0,0,0,1,??, ,10.617705471232167,8900,16193.715455408019,0.0,13.134014158694345,1.1930006147451873
1427537921,123,43,0.242,44,46,2.2832970579331606,1.542644537395791,1591, , ,0,1,0,0,0,1,0,0,1,??, ,0.3000930158651953,242,2483.4705431329744,0.0,0.0,1.2400537845669228
557744696,123,37,2.524,38,47,2.0316552865338737,2.341078572551101,5304, , ,0,1,0,0,0,1,0,0,0.9790606933447523,??, ,2.468725970980167,2524,5192.937917500566,0.0,0.3576711348701449,0.9781006224168649
1053694377,123,45,4.789,46,50,2.4228124545432443,1.6129074247153263,5882, , ,0,0,0,0,1,1,0,0,1,??, ,5.9557735213139145,4789,9309.293513087518,0.0,4.561943344120495,1.2436361497836532
1564723116,123,40,4.76,41,50,2.4225230051732587,1.7769288183065406,8975, , ,1,0,0,0,0,0,0,0,0.5788838086914915,??, ,1.4749139722289029,4760,5195.4821830061355,0.0,2.3176457231246985,0.3098558765186771
333428840,123,41,0.072,42,51,2.846995959416015,1.9752462383922251,512, , ,0,0,0,0,0,1,0,0,1,??, ,0.0918332047537959,72,940.3524150712008,0.0,0.0,1.2754611771360542
286106521,123,47,2.559,48,52,2.9145092356632194,2.3478752629390387,4590, , ,0,0,0,0,1,0,0,0,1,??, ,3.299715245943554,2559,9184.67281002556,0.0,3.872489611403025,1.289454961290955
1747157986,123,42,6.806,43,52,2.4184851700403045,2.4995429181283155,9180, , ,0,0,0,0,1,0,0,0,1,??, ,8.243294151699462,6806,13014.611563914654,0.0,3.278829647387827,1.2111804513222837
748783571,123,44,1.496,45,54,2.477297110196502,2.121817831979536,6625, , ,0,1,0,0,0,1,0,0,1,??, ,1.8017578554748457,1496,9211.672619661713,0.0,1.4974033698641527,1.2043835932318487
488305864,123,50,3.32,51,55,2.844546989498083,1.7692148968138446,4860, , ,0,1,0,1,0,0,0,0,1,??, ,4.140146432339461,3320,7796.829316236335,0.0,4.622314795677434,1.2470320579335725
1222730620,123,46,0.901,47,56,2.1198647604538587,2.488720527208128,3256, , ,0,1,0,0,0,0,0,0,1,??, ,1.1005319194060486,901,4763.774814058256,0.0,0.0,1.2214560703729729
380318902,123,51,1.171,52,56,2.578662423541462,2.0779870734012915,3092, , ,0,0,0,0,0,1,0,1,0.39597295612606254,??, ,0.1631546904676405,1171,1224.3483803417853,0.0,0.0,0.13932936846083732
1792484925,123,52,1.467,53,57,2.008515075253764,1.9738361571365788,12610, , ,1,1,0,0,1,1,0,0,1,??, ,1.8776075885959094,1467,23757.60959024643,0.0,0.0,1.2798961067456778
1943257203,123,48,2.801,49,58,2.5649147602769338,2.307492448270535,4040, , ,0,1,0,0,0,0,0,0,1,??, ,3.3286220586555353,2801,5386.65823633261,0.0,0.0,1.188369174814543
1922173094,123,55,2.589,56,58,2.390478341891251,1.822674502907534,7566, , ,1,1,0,0,1,1,0,0,1,??, ,3.3382167287634625,2589,15132.54559246127,0.0,0.0,1.2893845997541378
1848772539,123,56,2.93,57,59,2.7509993472279306,2.0901528851765265,6247, , ,1,1,0,0,0,0,0,0,1,??, ,3.7779016299878023,2930,12494.586609420072,0.0,0.0,1.2893862218388403
285200119,123,49,1.25,50,59,2.064965170168693,2.0000214488514447,4802, , ,1,0,0,0,0,0,0,0,1,??, ,1.6117856395332484,1250,9607.180333995584,0.0,0.0,1.2894285116265987
