cid,#sim,day,budget,start,end,vidCoeff,mobCoeff,reach,demand,publisher,OML,OMH,OFL,OFH,YML,YMH,YFL,YFH,completion_percentage,profit,decision,revenue,budgetMillis,tartgetedImps,other,cost,ERR
10926298,123,16,0.813,17,19,2.9024761526522163,1.5590170430117718,1440, , ,1,0,0,0,0,0,0,0,1,??, ,1.048360551055784,813,2882.268602714815,0.0,0.0,1.289496372762342
1321101208,123,10,1.748,11,20,2.496109623605177,2.064195697080464,3672, , ,0,0,0,0,1,0,0,0,0.8145667437596386,??, ,1.279358950493238,1748,2991.0890830853928,0.0,0.0,0.731898713096818
870671665,123,18,0.477,19,21,2.681471775264404,1.6740960564560479,1855, , ,0,0,0,0,0,1,0,1,0.0,??, ,0.0,477,0.0,0.0,0.0,0.0
1673280036,123,19,0.495,20,22,2.4893417242641096,2.3278694858020654,1855, , ,0,0,0,0,0,1,0,1,1,??, ,0.49613009644377004,495,1859.3276816971058,0.0,0.0,1.0022830231187274
226258827,123,13,3.388,14,23,2.5953661504532066,1.6438023289550125,9720, , ,0,1,0,1,0,0,0,0,1,??, ,3.8071097228437294,3388,11377.148499629084,0.0,3.9491848657690647,1.1237041684898847
766476993,123,14,1.124,15,24,2.8702358690749192,2.2849080202758505,3256, , ,0,1,0,0,0,0,0,0,0.5434206350161442,??, ,0.2993077177827554,1124,1769.3775876125658,0.0,0.559620232650671,0.26628800514480017
985824124,123,20,1.375,21,25,2.3839499675083315,1.9371373113425017,7180, , ,1,0,0,0,0,0,0,0,1,??, ,1.5575366752830968,1375,8534.206406301033,0.0,1.3782900192633205,1.132753945660434
863839922,123,22,7.396,23,25,2.5950934620594373,2.380690132610681,12018, , ,1,0,1,0,1,0,1,0,1,??, ,9.536292492150922,7396,24036.9537824636,0.0,4.650432839382935,1.2893851395552896
2060004362,123,17,4.29,18,27,2.0865283961350873,2.4395946033949922,6075, , ,0,1,0,1,0,0,0,0,1,??, ,5.0971965227696225,4290,8095.765761329214,0.0,1.0861132862753562,1.1881576976152965
296918813,123,25,1.295,26,30,2.329220175239098,2.1837939341178068,7020, , ,1,1,0,0,0,0,0,0,0.7731592162208231,??, ,0.8433871801763073,1295,5427.577697870178,0.0,0.0,0.6512642317963764
1801954699,123,28,0.597,29,31,2.8065804409802855,2.0528343031305454,2754, , ,0,0,0,0,1,0,0,0,1,??, ,0.7497835077779332,597,4588.437302569361,0.0,1.1964531582332212,1.2559187734973756
1552099744,123,21,8.667,22,31,2.5244093010658415,1.5405295281478542,15840, , ,0,0,0,0,1,0,0,0,0.0,??, ,0.0,8667,0.0,0.0,0.0,0.0
1031311420,123,29,1.486,30,32,2.2365048651380715,2.2706084173091146,2692, , ,1,0,0,0,0,0,0,0,1,??, ,1.9081654819974874,1486,5202.864956392657,0.0,0.0,1.2840952099579324
1860985153,123,27,2.036,28,32,2.997602458482066,1.9289902238909926,5044, , ,1,1,0,0,1,1,0,0,1,??, ,2.625196752498862,2036,10088.68682158885,0.0,0.7651865721392909,1.289389367632054
195912752,123,23,22.727,24,33,2.0976212349323142,1.7084134163107247,22945, , ,0,0,0,0,1,1,1,1,1,??, ,26.28635454768523,22727,28512.48411313015,0.0,4.978865653667787,1.1566134794599037
1358687722,123,24,4.324,25,34,2.4560923009794076,1.693744397651856,20824, , ,1,1,0,0,0,0,0,0,0.9721895020039031,??, ,4.196489656505102,4324,20244.87418972928,0.0,0.0,0.9705110213934095
537341834,123,31,2.406,32,34,2.0892949523491993,1.9292648016370197,3026, , ,1,1,0,0,1,1,0,0,1,??, ,3.102462580059871,2406,6055.655015414155,0.0,1.425172804514385,1.289469069019065
1897730652,123,30,5.857,31,35,2.2547086028571353,2.3488611530791506,20176, , ,1,1,0,0,1,1,0,0,1,??, ,7.018226788328667,5857,27590.91897388614,0.0,5.987516944954368,1.1982630678382562
1947011920,123,26,1.841,27,36,2.185351254833253,1.788147306484279,3672, , ,0,0,0,0,1,0,0,0,1,??, ,2.075416357392571,1841,4324.188630093569,0.0,4.874312248284449,1.127330992608675
716438987,123,34,6.918,35,37,2.8342267529396183,1.6717768814914507,12986, , ,1,1,1,1,0,0,0,0,0.7735983302191909,??, ,4.5114883773588765,6918,10045.947916226412,0.0,0.871837789475495,0.652137666573992
1082922139,123,33,1.593,34,38,2.9312837305794504,1.9222707348804615,9604, , ,1,0,0,0,0,0,0,0,1,??, ,1.9656370614579488,1593,14656.592971278656,0.0,1.594774659570035,1.2339215702811983
2084561743,123,36,0.294,37,39,2.8398097349820826,1.7873213531489238,1561, , ,1,1,0,0,0,0,0,0,1,??, ,0.37910176066461954,294,3123.7321842239535,0.0,0.0,1.2894617709680938
1950378969,123,35,1.662,36,40,2.301897101796798,1.8335524543114718,1988, , ,0,1,0,1,0,1,0,1,1,??, ,1.6648208004701874,1662,1991.4636812877807,0.0,0.0,1.0016972325332054
39151586,123,38,2.277,39,41,2.778760953208783,1.7824927800012849,3904, , ,1,1,0,0,0,0,0,0,1,??, ,2.9359532615787596,2277,7808.846540144266,0.0,1.841033094598349,1.2893953717956783
2115345291,123,39,0.8,40,42,2.439569426844737,2.4991886055520007,1159, , ,0,0,0,0,0,1,0,1,1,??, ,1.0315671749569597,800,2319.2423993669045,0.0,0.2612906404814296,1.2894589686961995
951054171,123,32,8.9,33,42,2.0315383503151105,2.410929112447808,12005, , ,1,0,0,0,0,0,0,0,1,??, ,10.617705471232167,8900,16193.715455408019,0.0,13.134014158694345,1.1930006147451873
1427537921,123,43,0.242,44,46,2.2832970579331606,1.542644537395791,1591, , ,0,1,0,0,0,1,0,0,1,??, ,0.3000930158651953,242,2483.4705431329744,0.0,0.0,1.2400537845669228
557744696,123,37,2.524,38,47,2.0316552865338737,2.341078572551101,5304, , ,0,1,0,0,0,1,0,0,0.9790606933447523,??, ,2.468725970980167,2524,5192.937917500566,0.0,0.3576711348701449,0.9781006224168649
1053694377,123,45,4.789,46,50,2.4228124545432443,1.6129074247153263,5882, , ,0,0,0,0,1,1,0,0,1,??, ,5.9557735213139145,4789,9309.293513087518,0.0,4.561943344120495,1.2436361497836532
1564723116,123,40,4.76,41,50,2.4225230051732587,1.7769288183065406,8975, , ,1,0,0,0,0,0,0,0,0.5788838086914915,??, ,1.4749139722289029,4760,5195.4821830061355,0.0,2.3176457231246985,0.3098558765186771
333428840,123,41,0.072,42,51,2.846995959416015,1.9752462383922251,512, , ,0,0,0,0,0,1,0,0,1,??, ,0.0918332047537959,72,940.3524150712008,0.0,0.0,1.2754611771360542
286106521,123,47,2.559,48,52,2.9145092356632194,2.3478752629390387,4590, , ,0,0,0,0,1,0,0,0,1,??, ,3.299715245943554,2559,9184.67281002556,0.0,3.872489611403025,1.289454961290955
1747157986,123,42,6.806,43,52,2.4184851700403045,2.4995429181283155,9180, , ,0,0,0,0,1,0,0,0,1,??, ,8.243294151699462,6806,13014.611563914654,0.0,3.278829647387827,1.2111804513222837
748783571,123,44,1.496,45,54,2.477297110196502,2.121817831979536,6625, , ,0,1,0,0,0,1,0,0,1,??, ,1.8017578554748457,1496,9211.672619661713,0.0,1.4974033698641527,1.2043835932318487
488305864,123,50,3.32,51,55,2.844546989498083,1.7692148968138446,4860, , ,0,1,0,1,0,0,0,0,1,??, ,4.140146432339461,3320,7796.829316236335,0.0,4.622314795677434,1.2470320579335725
1222730620,123,46,0.901,47,56,2.1198647604538587,2.488720527208128,3256, , ,0,1,0,0,0,0,0,0,1,??, ,1.1005319194060486,901,4763.774814058256,0.0,0.0,1.2214560703729729
380318902,123,51,1.171,52,56,2.578662423541462,2.0779870734012915,3092, , ,0,0,0,0,0,1,0,1,0.39597295612606254,??, ,0.1631546904676405,1171,1224.3483803417853,0.0,0.0,0.13932936846083732
1792484925,123,52,1.467,53,57,2.008515075253764,1.9738361571365788,12610, , ,1,1,0,0,1,1,0,0,1,??, ,1.8776075885959094,1467,23757.60959024643,0.0,0.0,1.2798961067456778
1943257203,123,48,2.801,49,58,2.5649147602769338,2.307492448270535,4040, , ,0,1,0,0,0,0,0,0,1,??, ,3.3286220586555353,2801,5386.65823633261,0.0,0.0,1.188369174814543
1922173094,123,55,2.589,56,58,2.390478341891251,1.822674502907534,7566, , ,1,1,0,0,1,1,0,0,1,??, ,3.3382167287634625,2589,15132.54559246127,0.0,0.0,1.2893845997541378
1848772539,123,56,2.93,57,59,2.7509993472279306,2.0901528851765265,6247, , ,1,1,0,0,0,0,0,0,1,??, ,3.7779016299878023,2930,12494.586609420072,0.0,0.0,1.2893862218388403
285200119,123,49,1.25,50,59,2.064965170168693,2.0000214488514447,4802, , ,1,0,0,0,0,0,0,0,1,??, ,1.6117856395332484,1250,9607.180333995584,0.0,0.0,1.2894285116265987
2021914825,124,1,7.204,2,4,2.136643383863033,1.9904392708283911,11894, , ,1,1,0,0,1,1,0,0,0.8282391943922807,??, ,5.456146486511977,7204,9851.076978101786,0.0,7.208080474555541,0.7573773579278147
1060756810,124,0,5.882,1,5,2.339108466653828,2.4317925004773633,5882, , ,0,0,0,0,1,1,0,0,1,??, ,6.62076586298456,5882,6906.55487330108,0.0,9.75718069888086,1.1255977325713296
1944038264,124,0,10.952,1,5,2.4919010974576263,2.1015364917239623,10952, , ,1,0,0,0,1,0,0,0,1,??, ,12.579513286002687,10952,13398.51276041255,0.0,12.59633535200766,1.1486042079987844
1614495526,124,0,1.932,1,5,2.382098343554133,1.975440048702581,1932, , ,0,0,0,0,0,1,0,1,1,??, ,2.307805991493813,1932,2616.258781962475,0.0,3.310955330852977,1.1945165587442097
1951226577,124,2,1.694,3,5,2.6336319271341435,1.571063523918702,2517, , ,1,0,1,0,0,0,0,0,1,??, ,2.125976309972749,1694,4176.589078515362,0.0,2.9769091578040294,1.2550037248953654
674929804,124,0,10.49,1,5,2.8251307246347053,1.714883311061104,10490, , ,1,0,1,0,0,0,0,0,1,??, ,13.03992364392224,10490,16566.231676097705,0.0,12.102232957177435,1.2430813769229971
1929045707,124,0,5.59,1,5,2.5373931675260444,1.9578367953485154,5590, , ,0,0,0,0,1,1,0,0,1,??, ,6.827947649822326,5590,8178.632206712796,0.0,11.228062185992904,1.221457540218663
914906750,124,0,9.54,1,5,2.120976030960231,1.8216849734696874,9540, , ,0,0,0,0,1,0,1,0,1,??, ,11.305150874762012,9540,12616.743764642079,0.0,13.837769882126677,1.185026297144865
1375440256,124,0,9.54,1,5,2.8436279481450635,2.1127981902107846,9540, , ,0,0,0,0,1,0,1,0,0.5850484827032988,??, ,3.0343753448768767,9540,5581.36252498947,0.0,9.542238188137704,0.31806869443153846
1568597262,124,0,5.59,1,5,2.395571959510039,2.1044737591621434,5590, , ,0,0,0,0,1,1,0,0,1,??, ,6.013778689999801,5590,6096.54628543882,0.0,6.285868473073897,1.0758101413237569
1836944073,124,3,0.463,4,6,2.2476548629037296,2.4189875392584526,2916, , ,0,1,0,1,0,0,0,0,1,??, ,0.5892742018952951,463,5275.8631775623435,0.0,0.08,1.272730457657225
236447553,124,5,0.18,6,8,2.3680049767370988,1.9461361802391437,1192, , ,0,1,0,1,0,1,0,1,1,??, ,0.22236996315422497,180,1828.7411906064995,0.0,0.1833602493026291,1.2353886841901387
1953251424,125,0,3.037,1,5,2.378052016760361,1.957681219342893,3037, , ,0,1,0,1,0,0,0,0,1,??, ,3.7918491008933994,3037,4902.604073430603,0.0,2.8546039686090317,1.2485509057930193
977861258,125,0,7.02,1,5,2.6400410934409155,2.0322488608507836,7020, , ,1,1,0,0,0,0,0,0,1,??, ,8.07875614653506,7020,8624.709470162368,0.0,1.2987340195874506,1.1508199638938832
85166049,125,0,9.54,1,5,2.5547801177005813,1.5291337179382798,9540, , ,0,0,0,0,1,0,1,0,0.9503894298197696,??, ,9.015183847353814,9540,9066.715160480602,0.0,14.391143190055487,0.9449878246702111
788231096,125,0,9.077,1,5,2.5074934624933145,1.935596258830166,9077, , ,1,0,0,0,1,0,0,0,1,??, ,10.351515555943838,9077,10936.812190727884,0.0,3.776891748271905,1.1404115408112634
612582092,125,0,3.312,1,5,2.6797549921403814,1.6192819164464578,3312, , ,0,1,0,0,0,1,0,0,0.6986742349718373,??, ,1.6702777449958432,3312,2314.0090662267253,0.0,1.4470200221963887,0.5043109133441556
594027877,125,0,5.882,1,5,2.1656909992021802,2.121952429041996,5882, , ,0,0,0,0,1,1,0,0,1,??, ,7.333502428705127,5882,9426.391168849972,0.0,7.84126148584563,1.2467702190930172
387937383,125,0,6.507,1,5,2.1025354033593637,2.0466628886932274,6507, , ,1,1,0,0,0,0,0,0,1,??, ,7.147222458478921,6507,7322.468896325259,0.0,9.607893447587827,1.0983898045918121
1617534760,125,0,5.59,1,5,2.1476490256961753,2.1869244101312675,5590, , ,0,0,0,0,1,1,0,0,1,??, ,6.760033100745064,5590,7881.896615464433,0.0,0.3564662306164583,1.2093082470026948
139080529,126,1,6.314,2,4,2.4577884540722024,2.0338468749962577,12105, , ,1,1,0,0,1,1,0,0,1,??, ,7.877995925610211,6314,19473.05157979883,0.0,5.053174346728393,1.2477028707016489
189758917,126,0,9.54,1,5,2.5241251714892385,2.212106671613735,9540, , ,0,0,0,0,1,0,1,0,1,??, ,12.217658618768333,9540,18057.207582462062,0.0,2.6307306812399713,1.2806770040637667
896116600,126,0,7.02,1,5,2.6011650420047405,2.242711708484543,7020, , ,1,1,0,0,0,0,0,0,1,??, ,8.120040820316428,7020,8724.891720688414,0.0,0.29686539523263544,1.1567009715550467
375528401,126,0,1.932,1,5,2.2879227719937854,1.948376826650136,1932, , ,0,0,0,0,0,1,0,1,1,??, ,2.428639004224074,1932,3235.41087909675,0.0,0.06439133197138366,1.2570595259958977
792529051,126,0,6.507,1,5,2.1753218088403417,1.8027319488673448,6507, , ,1,1,0,0,0,0,0,0,1,??, ,7.7084139037280845,6507,8597.455512773658,0.0,9.203808609997054,1.1846340715733956
1755661186,126,0,1.932,1,5,2.354139200935513,2.175589972518388,1932, , ,0,0,0,0,0,1,0,1,0.0,??, ,0.0,1932,0.0,0.0,0.0,0.0
2023849593,126,0,9.077,1,5,2.516925381528494,1.5551474181393505,9077, , ,1,0,0,0,1,0,0,0,0.9512809542502698,??, ,8.58753166650218,9077,8634.777221729699,0.0,9.695173510037314,0.9460759795639726
2012373005,126,0,10.49,1,5,2.2620180909463072,1.8598279368085588,10490, , ,1,0,1,0,0,0,0,0,0.06241075288940226,??, ,0.1344696929122895,10490,654.6887978098297,0.0,0.0,0.012818845844832172
228598617,126,0,6.507,1,5,2.5311321784463234,1.8650020289929785,6507, , ,1,1,0,0,0,0,0,0,0.6924306132183078,??, ,3.2048619712116873,6507,4505.646000211529,0.0,2.1906503511204805,0.4925252760429826
1326672362,126,3,10.966,4,8,2.608172755266308,2.1123900568423877,11472, , ,0,0,0,0,1,1,1,1,1,??, ,14.04605999947558,10966,21739.61192930279,0.0,16.873672593340928,1.2808736092901314
248731171,126,4,0.72,5,9,2.277146198030205,2.4872264890411953,1215, , ,0,1,0,1,0,0,0,0,1,??, ,0.9284448202665097,720,2432.083023767331,0.0,0.0,1.2895066948145968
1117233418,126,7,4.146,8,10,2.5363701683769597,1.6979333249510868,7434, , ,1,1,0,0,1,1,0,0,1,??, ,5.285449134051927,4146,13605.676815438066,0.0,7.195272179830166,1.2748309537028284
1226690156,126,5,0.177,6,10,2.9598006324152477,1.6980238467237005,773, , ,0,0,0,0,0,1,0,1,1,??, ,0.22823379455613724,177,1546.8025991305344,0.0,0.0,1.2894564664188546
1864388902,129,1,0.126,2,4,2.081980067803376,2.0349675747246727,976, , ,0,1,0,0,0,0,0,0,0.698855373817481,??, ,0.06358651391381528,126,682.0828448458615,0.0,0.0,0.5046548723318673
823555778,129,0,7.02,1,5,2.123838763275564,2.11303072728923,7020, , ,1,1,0,0,0,0,0,0,1,??, ,8.886051738696032,7020,12254.147666177392,0.0,16.45173534637994,1.265819335996586
854468035,129,0,10.49,1,5,2.4227463303456584,2.3329515576496913,10490, , ,1,0,1,0,0,0,0,0,1,??, ,12.638664829262149,10490,14603.874912198486,0.0,2.2608556067921666,1.2048298216646471
2013097240,129,0,3.312,1,5,2.469815637978005,1.8302923299538882,3312, , ,0,1,0,0,0,1,0,0,1,??, ,4.474515483924679,3312,14357.692855881907,0.0,0.0,1.3510010519096254
118377148,129,0,5.59,1,5,2.3366989219979906,2.0307639239156186,5590, , ,0,0,0,0,1,1,0,0,1,??, ,7.159166253014042,5590,10582.745921457721,0.0,8.234288935989431,1.2807095264783617
1254525599,129,0,9.54,1,5,2.574969218210616,1.5404577916685642,9540, , ,0,0,0,0,1,0,1,0,1,??, ,12.156700405205282,9540,17407.705020327405,0.0,13.428948995199082,1.2742872542143902
1389293188,129,0,9.077,1,5,2.4966721793085442,1.9397732992443024,9077, , ,1,0,0,0,1,0,0,0,1,??, ,11.3312582178858,9077,14640.701459509399,0.0,23.40675281630879,1.2483483769842239
1124939405,129,0,10.952,1,5,2.7686634061813127,2.1471146013370745,10952, , ,1,0,0,0,1,0,0,0,0.04840044246076395,??, ,0.10694600012901648,10952,530.0816458302868,674.4805055764662,2.028256467543586,0.009764974445673529
1160814370,129,0,9.54,1,5,2.4939688550060692,1.5586550055034092,9540, , ,0,0,0,0,1,0,1,0,0.4931021070702127,??, ,2.04403767584511,9540,4704.194101449829,0.0,9.540000000000092,0.21425971444917297
1104625067,129,2,1.913,3,7,2.2034020620524037,1.6366690628358762,11472, , ,0,0,0,0,1,1,1,1,0.0,??, ,0.0,1913,0.0,0.0,0.0,0.0
544846297,129,4,4.542,5,9,2.6633363665584593,1.5255380523566695,5590, , ,0,0,0,0,1,1,0,0,1,??, ,5.855242060359724,4542,11161.557753869767,0.0,7.789999999999878,1.289132994354849
829012417,134,0,6.507,1,5,2.4494589883204005,1.6816891698513867,6507, , ,1,1,0,0,0,0,0,0,1,??, ,8.088993527458037,6507,10277.739666173396,0.0,0.016734052141097047,1.2431217961361667
1792175684,134,0,3.037,1,5,2.3413815016324957,1.5537948977282512,3037, , ,0,1,0,1,0,0,0,0,1,??, ,3.8274639772078007,3037,5161.610994517012,0.0,2.0566147048648786,1.2602778983232799
1620399446,134,0,5.59,1,5,2.8341084323351806,1.870259871702292,5590, , ,0,0,0,0,1,1,0,0,1,??, ,6.021123016990072,5590,6107.152160696445,16437.50549206675,3.6663744739620405,1.0771239744168286
1506595939,134,0,1.932,1,5,2.0730841579972568,1.975634923186281,1932, , ,0,0,0,0,0,1,0,1,1,??, ,2.3700781011773073,1932,2876.0818583984883,0.0,1.0307806226453677,1.2267484995741758
183525451,134,0,5.882,1,5,2.1558937045789577,2.243765454376303,5882, , ,0,0,0,0,1,1,0,0,1,??, ,7.34519439792218,5882,9503.387311053453,0.0,5.980972714073114,1.2487579731251581
1042867355,134,0,10.952,1,5,2.7488871531346426,1.5293901980489206,10952, , ,1,0,0,0,1,0,0,0,1,??, ,14.518311618713568,10952,30484.66929085838,7165.648900025586,6.706439558888439,1.3256310827897706
163061541,134,0,3.312,1,5,2.242340511054639,1.8856232554673449,3312, , ,0,1,0,0,0,1,0,0,0.43584641987829564,??, ,0.5519529448178266,3312,1443.5233426369152,0.0,0.0,0.1666524591841264
755151896,134,0,5.59,1,5,2.9543604172875955,2.0927702201981857,5590, , ,0,0,0,0,1,1,0,0,1,??, ,7.041674004699995,5590,9474.6978105341,0.0,0.06549198995935816,1.2596912351878344
440253114,134,1,0.184,2,6,2.3862945762151155,2.2523525407538543,1836, , ,0,0,0,0,1,0,0,0,1,??, ,0.2258390154712182,184,2739.033500542698,0.0,0.0018592858816029482,1.227385953647925
132961052,134,3,0.062,4,6,2.7830597646852917,2.1943566150164067,614, , ,0,0,0,0,0,1,0,0,1,??, ,0.07425663738546247,62,838.3740189196544,0.0,0.005339932552885229,1.1976876997655237
182943697,134,7,1.14,8,10,2.1321028120341925,1.7914273547820914,11013, , ,0,0,0,0,1,1,1,1,1,??, ,1.4430127570981661,1140,19222.562782613444,0.0,1.12956841084089E-4,1.2658006641211985
1326405169,134,6,0.332,7,11,2.549356407487427,2.386176572372212,3312, , ,0,1,0,0,0,1,0,0,0.5582103926400048,??, ,0.09419292948971561,332,1848.792820423696,0.0,0.0,0.2837136430413121
886336951,134,2,0.155,3,12,2.8993231981531653,1.6278681239050021,1546, , ,0,0,0,0,0,1,0,1,1,??, ,0.18209179015229307,155,1996.4876575048816,0.0,0.004488687817911775,1.1747857429180197
907923018,134,9,0.871,10,12,2.1186729774224715,2.1135166255476183,729, , ,0,1,0,1,0,0,0,0,1,??, ,1.1716503909771705,871,2771.685336238726,0.0,0.07212896460905303,1.3451784052550753
922204903,134,8,2.375,9,13,2.7835058282737752,1.7829834215832048,2068, , ,0,0,0,0,0,1,0,0,1,??, ,2.97971665339322,2375,3425.7088708451656,0.0,0.11571426210652686,1.2546175382708293
1312025974,134,4,1.591,5,14,2.1707062366643397,1.5560653511454554,15904, , ,0,1,0,1,0,1,0,1,1,??, ,1.8198202435268838,1591,19282.796001088827,0.0,0.012083923474826999,1.1438216489798139
1337010621,134,11,0.228,12,14,2.365615037993781,2.1999365758427674,2517, , ,1,0,1,0,0,0,0,0,1,??, ,0.22835994514795915,228,2521.084967729395,0.0,1.8048269163273647E-4,1.0015787067892945
878201243,134,10,0.439,11,15,2.5145930376257355,2.139064503953142,4860, , ,0,1,0,1,0,0,0,0,1,??, ,0.5444932043186154,439,7593.40679137713,0.0,0.0010975440714162924,1.2403034266938846
466340014,134,5,2.083,6,15,2.1988550006164314,1.6437471685003469,20824, , ,1,1,0,0,0,0,0,0,1,??, ,2.202123891837151,2083,22180.475392201442,0.0,0.0,1.0571886182607542
1323042908,134,13,0.686,14,18,2.097943419144083,1.5872051553862627,7920, , ,0,0,0,0,1,0,0,0,1,??, ,0.8409438586188893,686,11755.449872395388,0.0,0.0,1.2258656831179144
580479875,134,16,0.586,17,21,2.2812416067919017,1.9169978887931651,5882, , ,0,0,0,0,1,1,0,0,1,??, ,0.7422324274365882,586,10308.22213025783,0.0,0.0579492950383604,1.2666082379463963
1174630472,134,18,0.257,19,21,2.3341646503255227,2.285084687951701,2970, , ,0,0,0,0,1,0,0,0,1,??, ,0.343628838559159,257,9736.154072999725,0.0,0.0,1.3370771928371945
1563963756,134,12,2.011,13,22,2.6435249658692666,2.1417670562624043,20980, , ,1,0,1,0,0,0,0,0,1,??, ,2.5034933965729835,2011,33370.717247574416,0.0,0.004116172279089173,1.2448997496633434
958693694,134,17,0.389,18,22,2.5188332970050524,1.7387379315336096,4487, , ,1,0,0,0,0,0,0,0,1,??, ,0.49406802822359785,389,8005.406793777681,0.0,0.1265975639297507,1.2700977589295575
408462583,134,14,0.509,15,24,2.8374365999625084,1.7348208372811547,6075, , ,0,1,0,1,0,0,0,0,1,??, ,0.6646448568695872,509,13764.628026601456,0.0,0.06866347743025106,1.3057855734176564
497386512,134,15,2.065,16,25,2.311374749722788,1.6725153074943018,24780, , ,1,1,0,0,1,1,0,0,1,??, ,2.4359497053090564,2065,32356.87570743959,0.0,0.30448164840271363,1.1796366611666134
47736846,134,20,0.242,21,25,2.3810113991016912,2.022336064266012,2808, , ,1,1,0,0,0,0,0,0,1,??, ,0.32274489955714947,242,8724.596308522876,0.0,0.0,1.333656609740287
668258827,134,22,0.635,23,25,2.1573017150708824,1.700470132528761,7566, , ,1,1,0,0,1,1,0,0,1,??, ,0.7936130087357686,635,12276.430236219017,0.0,0.0,1.2497842657256197
1652559625,134,23,0.552,24,26,2.7405236550884586,2.276559881303025,6571, , ,1,0,0,0,1,0,0,0,1,??, ,0.7304178294204141,552,17760.115741870573,0.0,0.007180033483885747,1.3232207054717646
1038089087,134,19,1.614,20,29,2.4450758983501975,1.936261891497419,1326, , ,0,1,0,0,0,1,0,0,1,??, ,2.0880067848905606,1614,2732.276293349112,0.0,0.0,1.293684501171351
1008270099,134,24,0.578,25,29,2.19706908772808,2.4564583651369176,7020, , ,1,1,0,0,0,0,0,0,1,??, ,0.7426416253002098,578,13631.844039458578,0.0,0.0,1.2848471025955188
983389293,134,21,2.271,22,31,2.849636365070489,1.955572667402374,27055, , ,1,1,1,1,0,0,0,0,1,??, ,2.6630659879158185,2271,34771.841773890614,0.0,0.0,1.1726402412663226
633993531,134,31,0.158,32,34,2.004242833602645,1.8097539666409808,1212, , ,0,1,0,0,0,0,0,0,1,??, ,0.20373937632130862,158,2425.800900182829,0.0,0.02090963873757687,1.2894897235525862
164854601,134,25,1.898,26,35,2.03616995215699,1.7234881865096323,22945, , ,0,0,0,0,1,1,1,1,1,??, ,2.0886546631543417,1898,25898.690285702734,0.0,0.008693218969098476,1.1004502967093477
169794329,134,26,0.593,27,36,2.807001596843767,1.837561877537829,7262, , ,1,0,0,0,1,0,0,0,1,??, ,0.6649811964690903,593,8467.685946754416,0.0,0.011588412555418542,1.121384816979916
1427181107,134,27,2.097,28,37,2.206838960043787,2.4995019154458413,18155, , ,1,0,0,0,1,0,0,0,1,??, ,2.437199189546811,2097,22819.379926573274,0.0,10.190916642882996,1.162231373174445
1091917007,134,32,0.249,33,37,2.4496302641890435,1.5924918648373527,3232, , ,0,1,0,0,0,0,0,0,1,??, ,0.30524417091224276,249,4797.405170883622,0.0,0.05586911231884098,1.2258802044668384
976893917,134,28,0.277,29,38,2.3499207679730656,1.501333571142632,3590, , ,1,0,0,0,0,0,0,0,1,??, ,0.3546838315502996,277,6785.803716098706,0.0,0.010130696757165766,1.2804470453079406
1627519187,134,33,0.281,34,38,2.635309192646818,1.725061967435233,3312, , ,0,1,0,0,0,1,0,0,1,??, ,0.36203020890223525,281,6579.293561351878,0.0,0.05121257634146769,1.288363732748168
724387354,134,35,0.503,36,38,2.5504995331176747,1.7940152202176702,5762, , ,1,0,0,0,0,0,0,0,1,??, ,0.6396086353893028,503,10361.367734365238,0.0,0.08342953059567855,1.2715877443127293
1335049721,134,29,0.808,30,39,2.904261912480194,1.5669653895137494,9178, , ,0,0,0,0,1,1,1,1,1,??, ,0.9377853992368733,808,11497.935702675866,0.0,0.28210952260491595,1.1606254941050411
1980697089,134,36,0.761,37,39,2.34894700731149,1.7177033615745474,8714, , ,1,0,0,0,1,0,0,0,1,??, ,0.8036077194446588,761,9268.067506595598,0.0,0.0,1.0559891188497488
1447921140,134,30,2.279,31,40,2.348001260093827,2.4930914897725303,25220, , ,1,1,0,0,1,1,0,0,1,??, ,2.972556905925422,2279,56436.14631419345,0.0,0.0,1.3043251013275219
168513277,134,38,4.222,39,41,2.421356859658259,1.9791134846371201,10514, , ,1,0,0,0,1,0,0,0,0.16127933156293178,??, ,0.1601107136925668,4222,1695.6908920526648,1867.4881486226247,2.0269849990642648,0.03792295445110535
2145092508,134,37,1.191,38,42,2.8817717863895655,2.2553771412062265,12610, , ,1,1,0,0,1,1,0,0,1,??, ,1.5702829562755682,1191,32289.525786636004,0.0,0.05037723950352279,1.3184575619442218
726787578,134,41,0.632,42,44,2.31309898692078,2.2401483104312816,6571, , ,1,0,0,0,1,0,0,0,1,??, ,0.840760832666882,632,19455.56470520598,0.0,0.0,1.3303177732070917
330404994,134,34,0.463,35,44,2.0857772395536918,2.173485866529316,5304, , ,0,1,0,0,0,1,0,0,1,??, ,0.5851512507535241,463,9168.319600760296,0.0,0.029971599371492456,1.2638255955799658
1157982315,134,42,0.082,43,45,2.038806207766844,2.072435552645923,795, , ,0,1,0,0,0,1,0,0,1,??, ,0.10576924721508539,82,1595.2555002637519,0.0,0.04479731354887331,1.289868868476651
1005479279,134,44,1.076,45,47,2.4175810155580573,2.2531392388576554,7434, , ,1,1,0,0,1,1,0,0,1,??, ,1.406868973764463,1076,17098.286869077405,0.0,0.09567371687605465,1.3074990462495009
