index,cid,sim,day,budget,start,end,vidCoeff,mobCoeff,reach,demand,OML,OMH,OFL,OFH,YML,YMH,YFL,YFH,completion_percentage,profit,revenue,budgetMillis,tartgetedImps,other,cost,ERR,decision
125,28960129,169,13,2.576,15,24,2.5626786345196777,2.188066561234399,3256,,0,0,0,1,0,0,0,0,0.64487539524244,1.0513364511411578,1.0513364511411578,2576,2099.7142869093846,0.0,0.0,0.4081275043249836,
126,10015383,169,14,3.686,16,25,2.9794185400986377,1.6573037522977536,15840,,0,0,0,0,0,0,1,0,1.330699157635443,4.3773678401425515,4.3773678401425515,3686,21078.274656945418,0.0,0.0,1.1875658817532695,
127,16479020,169,22,0.472,24,26,2.775306335145926,2.1461862010146224,2973,,1,1,0,0,1,1,0,0,2.0007635810064555,0.6086138126606782,0.6086138126606782,472,5948.270126332192,0.0,0.0,1.2894360437726233,
128,149439,169,23,1.874,25,27,2.0372868537698277,2.4568398114109273,2916,,0,1,0,1,0,0,0,0,1.7685937760567458,2.0534684958302036,2.376998697578274,1874,5157.219450981471,0.0,0.32353020174807057,1.2684091235743191,
129,23802969,169,21,2.352,23,27,2.50229877934394,2.3446240994799035,7020,,0,0,1,1,0,0,0,0,1.727420855213144,2.9721967910909153,2.9721967910909153,2352,12126.49440359627,0.0,0.0,1.2636891118583824,
130,19099861,169,18,3.754,20,29,2.0184515634919444,2.347442679482471,15840,,0,0,0,0,0,0,1,0,0.15585743024783077,0.13649985309450172,0.13649985309450172,3754,2468.7816951256395,0.0,0.0,0.03636117557125778,
131,24256848,169,24,0.597,26,30,2.0926214468615396,1.5455841366664238,2068,,0,0,0,0,0,1,0,0,1.381818115503899,0.26514120028301114,0.717670071211422,597,2857.599862862063,0.0,0.4525288709284109,1.2021274224646936,
132,1663288,169,26,0.139,28,32,2.1727345258549136,1.9678655893144092,407,,0,0,0,1,0,0,0,0,2.01395702199408,0.17936659797038162,0.17936659797038162,139,819.6805079515905,0.0,0.0,1.2904071796430332,
133,33038345,169,29,1.003,31,33,2.4991025472343305,2.221555783656538,2916,,0,1,0,1,0,0,0,0,0.43605689190598046,-1.84643647218796,0.16730867908668054,1003,1271.541896797839,0.0,2.0137451512746405,0.16680825432370944,
134,26560131,169,30,0.539,32,34,2.688626745950549,2.2325422835147464,1411,,0,0,0,0,1,1,0,0,2.006118905355512,0.6952197793272176,0.6952197793272176,539,2830.6337754566275,0.0,0.0,1.289832614707268,
135,14116475,169,28,6.752,30,34,2.5712917373597826,2.124432443293463,20176,,0,0,1,1,0,0,1,1,1.7272641736302445,1.7802493752195838,8.532302752159323,6752,34849.28196716381,0.0,6.752053376939739,1.2636704313032172,
136,8455914,169,31,0.927,33,35,2.750840423978169,2.0021093323919485,3180,,0,1,0,0,0,1,0,0,0.8963582606682854,0.4990433967458397,0.8078926482959322,927,2850.4192689251477,0.0,0.3088492515500925,0.8715131049578556,
137,10534059,169,25,2.282,27,36,2.392550722209674,2.215751454029225,6464,,0,1,0,0,0,0,0,0,1.230577564892128,2.628077458472013,2.628077458472013,2282,7954.453379462715,0.0,0.0,1.1516553279894886,
138,14532962,169,27,9.776,29,38,2.589070036580157,1.6179470834431136,22945,,0,0,0,0,1,1,1,1,1.4694533901350626,-3.0162632816005672,11.954164878973264,9776,33716.60803664901,0.0,14.970428160573832,1.22280737305373,
139,1134285,169,33,0.762,35,39,2.7962266451981885,2.499616177063755,1988,,0,1,0,1,0,1,0,1,2.0035894991398036,0.2172069598311248,0.9827100357170462,762,3983.13592428993,0.0,0.7655030758859214,1.2896457161641026,
140,21629734,169,36,5.928,38,40,2.3672485297059316,2.217238896087729,7566,,0,0,1,1,0,0,1,1,1.9665509558850662,7.628286546031368,7.628286546031368,5928,14878.92453222641,0.0,0.0,1.2868229666044817,
141,14329187,169,37,9.222,39,43,2.35624157932402,1.525187740133875,9540,,0,0,0,0,1,0,1,0,0.5435938863425748,-3.7180892560334544,2.4575355825019405,9222,5185.885675708163,0.0,6.175624838535395,0.2664861833118565,
142,33322752,169,39,3.009,41,43,2.212534854067321,2.4619566662763415,3904,,1,1,0,0,0,0,0,0,2.001371576279547,3.490286697249175,3.8800490271554584,3009,7813.354633795352,0.0,0.3897623299062833,1.289481232022419,
143,13112222,169,32,16.061,34,43,2.3929838571083515,2.274633301460341,40352,,0,0,1,1,0,0,1,1,1.2865994208983194,18.39647066475304,18.84150250196874,16061,51916.85983208899,0.0,0.44503183721570305,1.1731213811075736,
144,5764260,169,40,4.242,42,44,2.974960030476342,1.8423390104984327,10070,,1,0,1,0,0,0,0,0,1.5837771475135465,5.276256048658717,5.276256048658717,4242,15948.635875461412,0.0,0.0,1.2438133070859776,
145,10925501,169,34,10.17,36,45,2.685487141342482,2.228470758256959,11765,,0,0,0,0,1,1,0,0,1.397473960672603,6.47026045402891,12.266897195747902,10170,16441.281147313173,0.0,5.7966367417189915,1.206184581686126,
146,7909158,169,41,1.035,43,45,2.8886440120494834,1.7107171857053123,1855,,0,0,0,0,0,1,0,1,2.0029050198774137,1.3347308398403854,1.3347308398403854,1035,3715.388811872602,0.0,0.0,1.2895950143385368,
147,5454879,169,35,0.4,37,46,2.2119734541080627,2.4172269283262704,4136,,0,0,0,0,0,1,0,0,0.05729300531863125,-0.3993725661934783,0.004676262167420744,400,236.96386999785884,0.0,0.404048828360899,0.011690655418551861,
148,5346242,169,42,1.693,44,48,2.256372435291511,1.8156505089267863,6002,,0,0,1,0,0,0,0,0,1.596223190421616,2.1091121761331615,2.1091121761331615,1693,9580.531588910539,0.0,0.0,1.2457839197478804,
149,26576669,169,44,0.583,46,48,2.749781817125248,1.6275013279792834,1077,,1,0,0,0,0,0,0,0,2.0020515900628557,0.7517969943088717,0.7517969943088717,583,2156.2095624976955,0.0,0.0,1.2895317226567269,
150,27474215,169,38,10.854,40,49,2.9348973276020778,2.1207913181840192,36712,,0,0,0,0,1,1,1,1,0.5597375792681955,3.0996045863154342,3.0996045863154342,10854,20549.08601009399,0.0,0.0,0.28557256184958857,
151,24079661,169,45,1.776,47,49,2.1110479951483736,1.7713773718561412,4752,,0,0,0,0,0,0,1,0,0.7316026812108772,1.009409517761371,1.009409517761371,1776,3476.575941114089,0.0,0.0,0.5683612149557269,
152,14816448,169,43,1.417,45,49,2.0568222560120715,1.926758691805073,4956,,1,1,0,0,1,1,0,0,1.6117527892767793,0.35140208011214535,1.7686549171639054,1417,7987.846823655718,0.0,1.41725283705176,1.2481686077374068,
153,9343344,169,46,1.092,48,52,2.5073955093032243,1.7141426611684172,3816,,0,0,0,0,1,0,1,0,2.000621235081538,-0.7245566553335199,1.4080526001451108,1092,7634.370633071149,0.0,2.1326092554786307,1.289425458008343,
154,32709459,169,47,6.464,49,53,2.951862881300775,2.2025242124987137,7952,,0,1,0,1,0,1,0,1,1.007936731126701,6.51422891050372,6.51422891050372,6464,8015.112885919525,0.0,0.0,1.007770561649709,
155,5433212,169,49,0.289,51,53,2.7968714537513604,1.6222152510471175,397,,0,0,0,1,0,0,0,1,2.00797801352295,0.3728011916355498,0.3728011916355498,289,797.1672713686112,0.0,0.0,1.2899695212302762,
156,766069,169,50,2.615,52,54,2.197548653456312,1.6844109876868179,12018,,1,0,1,0,1,0,1,0,2.000054173866891,1.5222581179646602,3.371737236740267,2615,24036.651061532295,0.0,1.8494791187756068,1.2893832645278267,
157,5407489,169,48,0.442,50,54,2.9025186944961687,1.8488495756802104,808,,0,1,0,0,0,0,0,0,2.00099885038571,0.12780384079962753,0.5699384623904631,442,1616.8070711116536,0.0,0.44213462159083555,1.2894535348200522,
158,27019743,169,51,2.899,54,58,2.4349147541212077,1.7513884822529424,12390,,1,1,0,0,1,1,0,0,1.580990662517078,3.3150752757944835,3.6045140632634793,2899,19588.474308586596,0.0,0.28943878746899565,1.2433646303082027,
159,21509070,169,53,0.672,55,59,2.2710492618139386,2.023363535598601,1325,,0,1,0,0,0,1,0,0,2.0023131304113795,0.19438791127419852,0.866578357854792,672,2653.0648977950777,0.0,0.6721904465805935,1.289551127760107,
160,31556026,171,0,0.284,2,4,2.8899949650142793,1.5601429158177562,1822,,0,1,0,1,0,0,0,0,1.7727132838557846,0.36035667297348506,0.36035667297348506,284,3229.8836031852397,0.0,0.0,1.268861524554525,
161,10770191,171,0,5.882,1,5,2.7313440271863367,2.028887479045054,5882,,0,0,0,0,1,1,0,0,1.5272603374921996,-3.4738059056306305,7.25918305855819,5882,8983.345305129118,0.0,10.73298896418882,1.2341351680649761,
162,6827438,171,0,1.932,1,5,2.2795811095768754,1.5839938635955793,1932,,0,0,0,0,0,1,0,1,0.7104547229413629,0.3114820876600479,1.0179699901902397,1932,1372.5985247227131,0.0,0.7064879025301918,0.5268995808438094,
163,3299643,171,0,5.882,1,5,2.7497325966077626,2.211014155102456,5882,,0,0,0,0,1,1,0,0,1.664324351267583,-8.41694647524433,7.385905599024581,5882,9789.555834155923,0.0,15.80285207426891,1.2556792925917344,
164,12365878,171,0,10.49,1,5,2.4673464281612185,2.2136877166013993,10490,,1,0,1,0,0,0,0,0,2.630428220384086,12.75395482542204,13.856080996715436,10490,27593.19203182906,0.0,1.1021261712933963,1.3208847470653418,
165,26617632,171,0,9.077,1,5,2.199678773456233,1.6412735321696457,9077,,1,0,0,0,1,0,0,0,1.405537950947134,-2.699189386477981,10.966901371813083,9077,12758.067980747135,0.0,13.666090758291064,1.2082077086937406,
166,21818105,171,0,5.882,1,5,2.527570649486264,1.6344639499642766,5882,,0,0,0,0,1,1,0,0,1.0388918080063114,4.356850872979905,6.093313818204293,5882,6110.761614693124,0.0,1.7364629452243876,1.0359255046250073,
167,8224203,171,0,1.932,1,5,2.9792186262473397,1.8986856397587748,1932,,0,0,0,0,0,1,0,1,1.2990635788168197,0.00960853858103361,2.2747401989904183,1932,2509.7908342740957,0.0,2.2651316604093847,1.1774017593118107,
168,16379243,171,0,7.02,1,5,2.179592818375594,1.541152870941781,7020,,0,0,1,1,0,0,0,0,1.345520651665787,4.9726237104475075,8.367908526786865,7020,9445.554974693825,0.0,3.3952848163393576,1.1920097616505507,
169,6444029,171,1,1.432,3,7,2.379456814060254,1.564324847489839,4860,,0,1,0,1,0,0,0,0,0.81241336240436,0.9105005947964377,1.0422422167727132,1432,3948.3289412851896,0.0,0.1317416219762755,0.727822777075917,
170,7732730,171,2,0.323,4,8,2.7188670022437282,2.241359065588413,3092,,0,0,0,0,0,1,0,1,1.0298698661053474,0.31730711110095994,0.3320705372951356,323,3184.357625997734,0.0,0.014763426194175644,1.0280821588084692,
171,15848448,172,0,3.317,2,4,2.231535594061818,1.6409205873554797,6883,,0,0,0,0,1,1,1,1,0.11762288081860255,0.043354985185155785,0.08624568171896352,3317,809.5982886744413,0.0,0.04289069653380773,0.026001109954465938,
172,6110850,172,0,1.932,1,5,2.381714752467163,2.049418310352585,1932,,0,0,0,0,0,1,0,1,1.4599974595271836,0.07123312470176835,2.3585778856371418,1932,2820.7150918065186,0.0,2.2873447609353734,1.220796007058562,
173,4251408,172,0,3.037,1,5,2.588575435389298,2.302357164966542,3037,,0,1,0,1,0,0,0,0,1.6936386348897932,0.6032278071030643,3.8251806199038705,3037,5143.580534160302,0.0,3.221952812800806,1.259526051993372,
174,25354334,172,0,5.59,1,5,2.5808927803101227,1.9575006134559745,5590,,0,0,0,0,0,0,1,1,1.6312941224786903,4.077588882373133,6.993414613152182,5590,9118.93414465588,0.0,2.9158257307790487,1.2510580703313385,
175,16159940,172,0,5.59,1,5,2.131384840823493,2.1639888441675685,5590,,0,0,0,0,0,0,1,1,1.931553053140265,5.544388522534161,7.1775543347345705,5590,10797.38156705408,0.0,1.6331658122004094,1.2839989865357013,
176,14431641,172,0,3.312,1,5,2.3755397139809804,1.835328938094225,3312,,0,1,0,0,0,1,0,0,1.8607695133948776,2.1492303437642106,4.231958649501301,3312,6162.868628363834,0.0,2.0827283057370907,1.277765292723823,
177,33116739,172,0,7.02,1,5,2.552307740838245,2.3184223730608373,7020,,0,0,1,1,0,0,0,0,1.0002039518797206,7.021158241703552,7.021158241703552,7020,7021.4317421956375,0.0,0.0,1.0001649916956628,
178,31947036,172,1,2.187,3,5,2.917437181204964,1.7188592239100968,9158,,0,0,0,0,1,0,1,0,1.3333558667793288,-2.784234159220982,2.5989797541548354,2187,12210.873027965094,0.0,5.383213913375817,1.1883766594215068,
179,20266895,172,0,1.932,1,5,2.870360848683456,2.2045129087663105,1932,,0,0,0,0,0,1,0,1,1.0588230605925035,1.4846484897327732,2.0329928580853913,1932,2045.6461530647168,0.0,0.5483443683526181,1.052273736069043,
180,7968863,172,0,9.077,1,5,2.9849862234392535,2.062082046182341,9077,,1,0,0,0,1,0,0,0,1.688481253393533,4.52983047051082,11.426723592092927,9077,15326.344337053099,0.0,6.8968931215821065,1.2588656595893937,
181,14543733,172,2,0.032,4,6,2.946136930385718,1.579833404157352,244,,0,0,0,1,0,0,0,0,3.964652059981147,0.04310907696263858,0.04310907696263858,32,967.3751026353998,0.0,0.0,1.3471586550824557,
182,25239069,172,4,0.06,6,8,2.8889517685644766,1.6351777628393709,153,,0,0,0,0,0,0,0,1,2.009711709920769,0.059254460169053016,0.07740581040504106,60,307.48589161787766,0.0,0.018151350235988045,1.2900968400840178,
183,1155463,173,0,0.078,2,4,2.02936067931951,1.8794673508628525,153,,0,0,0,0,0,0,0,1,0.2677122228655843,0.0057986701057176245,0.0057986701057176245,78,40.959970098434404,0.0,0.0,0.07434192443227723,
184,31245557,173,0,10.49,1,5,2.2035020669899277,1.86648534275874,10490,,1,0,1,0,0,0,0,0,1.3668536986899824,1.1114658088935272,12.567875338185786,10490,14338.295299257916,0.0,11.456409529292259,1.1980815384352512,
185,24725645,173,0,6.507,1,5,2.6060375998169296,2.1666877144965513,6507,,1,1,0,0,0,0,0,0,1.4827256880108224,1.9425245204237571,7.974663084052789,6507,9648.096051886421,0.0,6.032138563629032,1.2255514190952497,
186,19151491,173,0,7.02,1,5,2.2750653885823615,2.298616777405913,7020,,0,0,1,1,0,0,0,0,1.6142840046601683,-6.20146472955455,8.764819184073705,7020,11332.273712714381,0.0,14.966283913628255,1.2485497413210407,
187,19253348,173,0,3.037,1,5,2.933972755370732,2.211710028984089,3037,,0,1,0,1,0,0,0,0,1.9963443495934037,3.534530438388249,3.9150158662093832,3037,6062.897789715167,0.0,0.3804854278211344,1.2891063109020031,
188,2443030,173,0,1.657,1,5,2.7480722797390285,2.4997155077424935,1657,,0,0,0,1,0,0,0,1,1.5369795838022349,-0.31194376834035475,2.047870369435643,1657,2546.775170360303,0.0,2.359814137775998,1.2358903858996035,
189,11324759,173,0,1.657,1,5,2.35219132028986,1.536862930201674,1657,,0,0,0,1,0,0,0,1,1.319662016257912,0.5516196367072026,1.9621011068760779,1657,2186.67996093936,0.0,1.4104814701688753,1.184128610064018,
190,11844961,173,0,1.932,1,5,2.765386948810022,1.7756055563937645,1932,,0,0,0,0,0,1,0,1,1.7366065383021145,0.99739957723771,2.443544284861338,1932,3355.123831999685,0.0,1.4461447076236278,1.26477447456591,
191,24609885,173,0,9.077,1,5,2.5708723073668547,2.1232088036399395,9077,,1,0,0,0,1,0,0,0,0.9311134726223311,1.5481417419937076,8.355361828108059,9077,8451.7169909929,0.0,6.807220086114351,0.9204981632817074,
192,21994706,173,1,4.455,3,7,2.532437776479661,2.147051251906566,9412,,0,0,0,0,1,1,0,0,0.4521305656367499,0.7978836411912464,0.7978836411912464,4455,4255.45288377309,0.0,0.0,0.1790984604245222,
193,20936533,173,4,2.672,6,8,2.0532223268504293,2.235935450400455,4807,,1,0,1,0,1,0,1,0,2.0002038887486404,3.344943885173715,3.4452618581756678,2672,9614.980093214715,0.0,0.10031797300195261,1.2893944079998756,
194,32975893,173,3,0.467,5,9,2.85708330704093,1.679142687429968,1980,,0,0,0,0,0,0,1,0,5.253987157850608,0.5854673035283695,0.6340979759228318,467,10402.894572544203,0.0,0.048630672394462254,1.3578115116120595,
195,13767619,173,6,0.169,8,12,2.4543356093451334,2.3495870665830565,1292,,0,0,0,0,0,1,0,0,2.003730951461006,0.04811546619571114,0.21795189566521167,169,2588.82038928762,0.0,0.16983642946950053,1.2896561873681163,
196,28114089,173,7,1.842,9,13,2.742258398641756,1.5885770533789825,4590,,0,0,0,0,1,0,0,0,1.0986474865183955,-0.38743677865058945,1.9917653722305197,1842,5042.791963119435,0.0,2.379202150881109,1.0813058481164601,
197,28796764,173,2,6.111,4,13,2.5098190155874596,1.8620938434081173,18155,,1,0,0,0,1,0,0,0,1.0394162514038296,-6.195125996051809,6.333273497130172,6111,18870.602044236526,0.0,12.52839949318198,1.0363726881247213,
198,29966648,173,8,0.911,10,14,2.2608922767147233,1.889153590286615,4956,,1,1,0,0,1,1,0,0,1.0001718093527379,0.9111210480618442,0.9111210480618442,911,4956.851487152169,0.0,0.0,1.0001328738329793,
199,28000301,173,5,0.293,7,16,2.9854463163888356,2.3009723040097723,814,,0,0,0,1,0,0,0,0,0.914835777030074,0.26321492308914235,0.26321492308914235,293,744.6763225024803,0.0,0.0,0.8983444474032163,
200,32345049,173,13,6.467,15,17,2.2945120642796755,1.5762520583886053,12105,,0,0,1,1,0,0,1,1,1.4420225646925466,-1.1776349071376293,7.869283238135847,6467,17455.683145603278,0.0,9.046918145273477,1.2168367462711995,
201,16864420,173,16,2.05,18,20,2.7480280015543146,1.6978506315339459,2692,,1,0,0,0,0,0,0,0,2.0009111864955074,0.5873903427933915,2.6433663873346807,2050,5386.452914045905,0.0,2.055976044541289,1.2894470182120394,
202,24919636,173,14,2.441,16,20,2.288460909153739,1.8184128211644204,5411,,1,1,1,1,0,0,0,0,2.000570289894974,1.8755555499808185,3.147478293610031,2441,10825.085838621704,0.0,1.2719227436292124,1.2894216688283617,
203,22278994,173,9,2.034,11,20,2.878930496511117,1.7320233280660458,15840,,0,0,0,0,0,0,1,0,1.2817787530741775,1.9458006081873522,2.3826705038726628,2034,20303.375448694973,0.0,0.4368698956853104,1.1714210933493918,
204,10230028,173,10,1.506,12,21,2.6372572751374355,1.5188841977993577,3672,,0,0,0,0,1,0,0,0,1.559433184674713,-1.1469384517808456,1.8671345047898984,1506,5726.2386541255455,0.0,3.014072956570744,1.2397971479348595,
205,14604022,173,15,0.873,17,21,2.2490328963267894,2.156049707097152,4950,,0,0,0,0,0,0,1,0,1.2250906753936786,-0.061889042862069976,1.00336893677753,873,6064.198843198709,0.0,1.0652579796396,1.1493344063889233,
206,3294236,173,11,0.852,13,22,2.207574077377046,1.8520752971567147,3960,,0,0,0,0,0,0,1,0,4.593989079243529,1.152967925917312,1.152967925917312,852,18192.196753804375,0.0,0.0,1.353248739339568,
207,19658929,174,0,0.052,2,4,2.5135397014723537,2.102625820874823,463,,0,0,0,0,0,1,0,1,2.035269275262774,0.06718062754014051,0.06718062754014051,52,942.3296744466643,0.0,0.0,1.2919351450027021,
208,11342941,174,0,9.54,1,5,2.4859228858750173,1.6971783843918002,9540,,0,0,0,0,1,0,1,0,1.6071487247632494,1.8061405236966035,11.90086373052189,9540,15332.1988342414,0.0,10.094723206825286,1.2474699927171793,
209,12714945,174,0,10.952,1,5,2.3040009933439256,1.9983966974373102,10952,,0,0,1,0,0,0,1,0,1.3936611343528984,-1.2815070336560765,13.199487000510194,10952,15263.376743432944,0.0,14.48099403416627,1.2052124726543274,
210,17355483,174,0,10.952,1,5,2.2932032422140725,1.8853732128545118,10952,,0,0,1,0,0,0,1,0,1.4369637905639199,-9.618881752101313,13.314226677288858,10952,15737.62743425605,0.0,22.93310842939017,1.2156890684157102,
211,31300253,174,0,9.54,1,5,2.564778246269955,2.127358135011191,9540,,0,0,0,0,1,0,1,0,0.6671586930972684,3.888740242128696,4.258585818814636,9540,6364.69393214794,0.0,0.36984557668593987,0.44639264348161806,
212,29316789,174,0,6.507,1,5,2.8478520604789646,1.8323721246874363,6507,,1,1,0,0,0,0,0,0,1.9651946533703801,8.372663932387246,8.372663932387246,6507,12787.521609481064,0.0,0.0,1.2867164488070149,
213,20848479,174,0,9.54,1,5,2.5567546701375634,2.1514023045185278,9540,,0,0,0,0,1,0,1,0,1.5751180954532356,-8.066634700651955,11.852590082086413,9540,15026.626630623867,0.0,19.919224782738368,1.2424098618539219,
214,9813797,174,0,1.657,1,5,2.631597833774896,1.7424720743839237,1657,,0,0,0,1,0,0,0,1,1.682065470990682,2.0845632291246017,2.0845632291246017,1657,2787.18248543156,0.0,0.0,1.258034537793966,
215,7014279,174,0,10.952,1,5,2.849789397823028,1.8460217858816823,10952,,0,0,1,0,0,0,1,0,0.5271794627030884,0.35241498574914587,2.71954706551616,10952,5773.669475524223,0.0,2.367132079767014,0.24831510824654493,
216,18083401,174,3,0.02,5,7,2.1377769671308497,2.210440613766531,153,,0,0,0,0,0,0,0,1,3.9086974614543455,0.026930003444716362,0.026930003444716362,20,598.0307116025149,0.0,0.0,1.346500172235818,
217,31481890,174,1,0.639,3,7,2.062809337238254,1.5994043101659097,1628,,0,0,0,1,0,0,0,0,1.3738343142057774,0.7667935647973281,0.7667935647973281,639,2236.6022635270056,0.0,0.0,1.1999899292602942,
218,4652416,174,2,0.413,4,8,2.9058850662331706,2.4172521396746562,3232,,0,1,0,0,0,0,0,0,2.370349197683582,0.541359324529962,0.541359324529962,413,7660.968606913338,0.0,0.0,1.3107973959563246,
219,31222740,174,5,0.097,7,9,2.008264344542124,1.7668381284140855,484,,0,1,0,0,0,0,0,0,2.0745047949597937,-0.17858131050636764,0.12557847054151403,97,1004.0603207605401,0.0,0.30415978104788166,1.2946234076444745,
220,1565045,174,6,1.652,8,10,2.024986408578573,1.9699897943807527,1987,,0,1,0,0,0,1,0,0,1.8927842930686707,1.2628873811685355,2.1156777146189283,1652,3760.9623903274487,0.0,0.8527903334503928,1.2806765826991091,
221,14665938,174,8,0.606,10,12,2.215744949200246,2.2386338730628434,6247,,1,1,0,0,0,0,0,0,1.9023921494652605,0.7766011081298584,0.7766011081298584,606,11884.243757709482,0.0,0.0,1.2815199804123076,
222,26488793,174,7,0.093,9,13,2.31411760438678,2.3786878561649285,407,,0,0,0,1,0,0,0,0,2.012970399855569,0.12000117694121717,0.12000117694121717,93,819.2789527412165,0.0,0.0,1.2903352359270663,
223,13663409,174,10,0.271,12,14,2.218323103832704,1.7057956964768675,976,,0,0,0,1,0,0,0,0,1.600586994827931,0.06597275952979037,0.33779125165582724,271,1562.1729069520607,0.0,0.27181849212603687,1.2464621832318348,
224,24003915,174,11,0.253,13,15,2.0484186582640063,1.7582062501736955,1561,,1,1,0,0,0,0,0,0,4.087153161543801,0.3411764412370266,0.3411764412370266,253,6380.046085169874,0.0,0.0,1.3485234831503028,
225,31979339,174,4,6.683,6,15,2.3167397742484903,2.4611379122747907,9912,,1,1,0,0,1,1,0,0,2.0006127336817037,2.431638811106998,8.617226110256663,6683,19830.073416253046,0.0,6.185587299149665,1.2894248257154965,
226,12648698,174,9,1.383,11,15,2.047459236522103,1.667626625347175,11232,,0,0,1,1,0,0,0,0,1.2456630524639571,-0.4006199620180275,1.601269436603627,1383,13991.287405275167,0.0,2.0018893986216546,1.1578231645723984,
227,4855038,174,14,3.08,16,20,2.8067801146427307,2.4523957736517357,5882,,0,0,0,0,1,1,0,0,2.001001249528406,-1.9924818946742144,3.9715174365050663,3080,11769.889349726085,0.0,5.963999331179281,1.2894537131509956,
228,17373716,174,16,2.871,18,22,2.5411988505585237,2.2642853497388384,14524,,1,0,0,0,1,0,0,0,0.7526589949332709,-3.1487822647395864,1.752250899573091,2871,10931.619242410827,0.0,4.901033164312677,0.6103277253824768,
229,6586347,174,12,0.59,14,23,2.027516595176646,2.1355544211510455,3960,,0,0,0,0,0,0,1,0,5.6807678347703705,0.802466543603953,0.802466543603953,590,22495.840625690667,0.0,0.0,1.360112785769412,
230,27268920,174,17,0.088,19,23,2.9169673260006714,2.2807958073125167,663,,0,0,0,1,0,0,0,1,3.1857543899214704,0.11750544210869962,0.11750544210869962,88,2112.1551605179347,0.0,0.0,1.3352891148715866,
231,9787026,174,18,1.327,20,24,2.149903767306428,1.7711670232598693,12390,,1,1,0,0,1,1,0,0,0.7801644459334651,0.8826770677170309,0.8826770677170309,1327,9666.237485115633,0.0,0.0,0.665167345679752,
232,30663852,174,13,14.275,15,24,2.568468400246898,2.1565389459312247,22464,,0,0,1,1,0,0,0,0,1.3312419465155374,16.95487495295889,16.95487495295889,14275,29905.01908652503,0.0,0.0,1.1877320457414282,
233,19765370,174,21,0.098,23,25,2.9743053028720685,2.1564657267662217,614,,0,0,0,0,0,0,0,1,2.0106965833376282,0.10534892476374888,0.12643656358225774,98,1234.5677021693039,0.0,0.021087638818508864,1.290169016145487,
234,6512073,174,15,3.408,17,26,2.0874062946258705,1.8145243032335432,11180,,0,0,0,0,0,0,1,1,0.350824614815872,0.3850872661598789,0.3850872661598789,3408,3922.2191936414492,0.0,0.0,0.11299508983564523,
235,13778171,174,22,3.219,24,28,2.9130521105887466,1.725379619046309,4956,,1,1,0,0,1,1,0,0,0.7962832686967001,2.2335944721318035,2.2430629245231257,3219,3946.3798796608457,0.0,0.009468452391322268,0.696819796372515,
236,11051679,174,25,5.82,27,29,2.019129511557895,1.5088521184755954,12018,,1,0,1,0,1,0,1,0,0.46992181747642575,1.1023987117259226,1.127069844230222,5820,5647.5204024316845,0.0,0.024671132504299434,0.19365461241069107,
237,18090791,174,19,26.908,21,30,2.1398757553571297,2.018956945302861,40060,,1,0,1,0,1,0,1,0,1.4122526757220542,-2.023647715948897,32.55488853848796,26908,56574.842189425486,0.0,34.578536254436855,1.2098590953801083,
238,26467134,174,26,2.687,28,30,2.632889868783403,1.736830349672683,8116,,1,1,1,1,0,0,0,0,1.5970773224360828,2.6261560204814254,3.347779482417107,2687,12961.879548891247,0.0,0.7216234619356818,1.2459171873528498,
239,28321672,174,20,3.723,22,31,2.202094742386349,1.7580801294320685,27055,,1,1,1,1,0,0,0,0,0.7175102290041877,2.012727258742732,2.012727258742732,3723,19412.239245708297,0.0,0.0,0.5406197310617062,
240,8641771,174,27,0.271,29,31,2.7159303904530456,2.0705183918584287,1561,,1,1,0,0,0,0,0,0,1.7410483530966558,0.06387018512312675,0.34289426190886013,271,2717.77647918388,0.0,0.2790240767857334,1.2652924793684874,
241,33183734,174,23,2.275,25,34,2.6860210231056865,2.0248049686343434,14040,,0,0,1,1,0,0,0,0,1.4621653002086894,-3.5865265188759157,2.7783696247506704,2275,20528.80081493,0.0,6.364896143626586,1.2212613735167783,
242,18261847,174,24,0.455,26,35,2.5656818730407287,1.535405913253216,2048,,0,0,0,0,0,0,0,1,0.7458603174806948,0.25479594292327895,0.27151641643461505,455,1527.521930200463,0.0,0.016720473511336074,0.5967393767793737,
243,8385271,174,33,0.458,35,37,2.5776489485736764,1.6833262706403187,1192,,0,1,0,1,0,1,0,1,2.0043344556057514,0.5906829833183115,0.5906829833183115,458,2389.1666710820555,0.0,0.0,1.2897008369395446,
244,26216997,174,32,0.378,34,38,2.466551229205163,1.8286377323515324,1836,,0,0,0,0,1,0,0,0,2.00171162928043,0.4874334522348757,0.4874334522348757,378,3675.142551358869,0.0,0.0,1.289506487393851,
245,31596384,174,35,3.576,37,39,2.957889074373358,2.0621266728708503,3601,,0,0,1,0,0,0,0,0,1.000255067297958,3.5767726277147314,3.5767726277147314,3576,3601.918497339947,0.0,0.0,1.0002160592043432,
246,5210242,174,28,0.171,30,39,2.1244204014203794,1.5556193579934579,512,,0,0,0,0,0,0,0,1,1.7585540035028826,0.2167069100006261,0.2167069100006261,171,900.3796497934759,0.0,0.0,1.2672918713486907,
247,26583370,174,34,1.209,36,40,2.672081370841096,2.25647547947276,1988,,0,1,0,1,0,1,0,1,0.7312840633523128,-0.5256405962016811,0.6863855105743725,1209,1453.7927179443977,0.0,1.2120261067760536,0.567729950847289,
