index,game_number,day,active_networks,last_day_networks,OML,OMH,OFL,OFH,YML,YMH,YFL,YFH,l1_price,l2_price,l3_price,l4_price,l5_price,l6_price,l7_price
160,169,51,3,1,1,2,1,2,2,1,2,2,0.1955257783040863,0.19437471210822987,0.17811483855531085,0.17419339189155686,0.128486227619601,0.12842099063552398,0.12093628244761175
161,169,53,2,2,2,2,1,0,2,1,1,0,0.19729221869592262,0.1918216076690434,0.18089554875328945,0.17397631204241298,0.119416031843555,0.11748676221763671,0.11145652064747039
163,170,0,8,0,1,1,2,1,2,3,3,3,0.17978029999709527,0.17668836409267158,0.15515871563714187,0.14732993852203963,0.14234785549478585,0.1378732687447403,0.11640073678914307
164,170,1,8,0,1,2,2,2,2,4,3,4,0.19689893612950393,0.17342922192987476,0.15220378239557142,0.1283155006313227,0.12659590177258612,0.12171824409907528,0.1076405250213644
165,170,2,8,0,2,3,3,3,2,4,3,4,0.1664803760352574,0.1660510455349241,0.11812968813966629,0.11021175460720556,0.10830011482810507,0.10513973902122253,0.10473775594760709
166,170,3,8,0,2,3,3,3,3,4,3,4,0.18721696248116362,0.18134409757203807,0.14991601094308654,0.14877539596933986,0.14678330058443373,0.14017182543934026,0.11770430497986953
167,170,4,8,8,2,3,4,3,3,4,3,4,0.19118959176005007,0.15618285762709744,0.15314961670147587,0.13719367525018789,0.13065114174209463,0.12143046852153701,0.10576962521968475
168,170,5,3,2,1,2,1,1,1,1,0,1,0.19973397160770695,0.17107400382526233,0.16950527185022432,0.16360083510694645,0.16141248790715657,0.11797621442715316,0.10775056140611657
169,171,0,8,0,2,0,2,1,4,5,0,2,0.2572472505044391,0.1957446575631301,0.1703566188528709,0.168872904991904,0.1648309721184032,0.1574597602437248,0.15294128388173717
170,171,1,8,0,2,1,2,2,4,5,0,2,0.26009496198589305,0.19357703900999434,0.19078375326128122,0.18791780538658126,0.14850679589199217,0.14431745567903814,0.13834398409810605
171,171,2,8,0,2,2,2,3,4,5,0,2,0.263410838812453,0.1988810378495491,0.1627998549142761,0.15633226094963457,0.1426110304408789,0.12261060704840251,0.12018755773481371
172,171,3,8,1,2,2,2,3,4,6,0,3,0.26327595956090893,0.1955395136908042,0.1928707004640157,0.17818766125322613,0.15803039484693943,0.1346472426273831,0.10493778772159451
173,171,4,8,8,2,1,3,3,4,6,1,4,0.2629898856758261,0.19775531996663176,0.196628388957751,0.18378464907332975,0.1711898368570962,0.16124940715666802,0.15721993801541853
174,171,5,2,0,0,1,1,2,0,1,1,3,0.17583608137278833,0.16895336185623616,0.16234918268181692,0.1579767050100373,0.14700614577944957,0.13818879344048993,0.12620465412734522
175,171,6,3,1,0,2,1,3,0,2,1,4,0.16890546330417894,0.162156067487022,0.15202841694983565,0.13752165290712384,0.12639425580452257,0.12386462382954135,0.10006768863525067
176,171,7,4,1,0,1,1,2,0,2,2,5,0.1988368768420025,0.19483754704703157,0.17587097661230688,0.15075384132653227,0.12623201000008205,0.12613339190574152,0.1138359833240966
177,171,8,5,1,0,1,1,2,1,2,2,4,0.16908311053991631,0.153928860812932,0.13813816612771995,0.136196603720026,0.1342977541948345,0.13269699916119929,0.10853588400595898
178,171,9,4,1,0,1,0,1,2,2,2,3,0.16996626281050214,0.1474575396301776,0.12273595376013624,0.12265763022187931,0.12110112310113474,0.11091714874209462,0.10664234158749163
179,172,0,8,0,1,2,1,2,1,3,2,4,0.2572472505044391,0.19180239208155464,0.16545201187812797,0.1624152504203804,0.13714842960942522,0.1105349533125108,0.10589420996771041
180,172,1,8,0,1,2,1,2,2,4,3,5,0.1997519429095585,0.19397197438837926,0.15901733405748214,0.1495190690157847,0.13763404405710233,0.11844150036986871,0.11523474527808493
181,172,2,8,0,1,2,1,2,3,4,4,5,0.25887027137493557,0.25642420437183155,0.19421737890878565,0.17226127513557143,0.16939053876288662,0.157142492484604,0.15266479791547333
182,172,3,8,1,1,2,1,3,3,4,4,5,0.258789515101676,0.19965469350467757,0.16070126580507538,0.15798967020036775,0.14277281295791394,0.1367875909419748,0.11244143291873934
183,172,4,8,8,1,2,1,3,2,4,3,5,0.25473833800257445,0.18989388007348768,0.17733207103314638,0.17381706419062565,0.16226737524870605,0.15801628041124177,0.15759671257943003
184,172,5,2,1,0,0,0,1,0,1,0,2,0.2558583407952699,0.1673781394388062,0.16236155749304965,0.16220939322382627,0.15826923944015076,0.14691282743481043,0.11087841642786911
185,172,6,3,0,0,0,0,0,1,2,0,2,0.19544218850582779,0.17525781834289844,0.1716335327783955,0.15805702871528443,0.14238002619857765,0.12801535994588012,0.12071377294176219
186,172,7,4,1,0,0,0,0,2,2,1,2,0.17390473833352643,0.1663034011847775,0.15620752370879937,0.13992459009978148,0.13850679577879416,0.11255122175040912,0.10667409361601882
187,172,8,3,1,0,0,0,0,3,2,2,1,0.1793683612036735,0.1774019589831501,0.1669868134831375,0.1665930401754923,0.14275129619915433,0.13638712769832995,0.11528450157673187
188,172,9,3,0,0,1,0,0,3,1,2,0,0.17992359709771172,0.15063234899749156,0.1495486497723602,0.1437794447501029,0.11998439288465589,0.10726912722015045,0.1028372583430222
189,173,0,8,0,3,2,2,4,1,1,0,3,0.2572472505044391,0.19180457254677213,0.18181959307765921,0.13612677778229706,0.11982112808963204,0.11520336674832854,0.10974665508573242
190,173,1,8,0,3,2,2,4,1,1,0,4,0.1869016200842713,0.16489416880975416,0.13981598026553754,0.1323440016652475,0.12366283984613083,0.1220032964452263,0.11212394151525513
191,173,2,8,0,3,2,2,4,2,2,0,4,0.2560453488597344,0.2556996952273353,0.1973830216792001,0.19396987567638724,0.18914530575072025,0.17076417277738526,0.16997945722133062
192,173,3,8,1,4,2,2,4,3,2,0,4,0.25657591308836714,0.17737062021919903,0.1673730819602547,0.154929462392793,0.15363091835474246,0.13373457838973365,0.129105114655532
193,173,4,8,8,4,2,2,4,3,2,1,3,0.26250642420587605,0.1878702976612281,0.17928607860552354,0.1763852560429207,0.1464327461518472,0.14563805571980898,0.14156156726159919
194,173,5,3,0,2,0,1,0,3,1,2,0,0.19143221994995824,0.17751029217431014,0.13373644852183586,0.1331486838366529,0.12485854533287422,0.11417160835279166,0.11196752617375486
195,173,6,4,1,2,0,1,1,3,1,2,0,0.18401577615038894,0.1780552179637652,0.156337299089904,0.1403782021325606,0.13983858083348719,0.13758265183991808,0.13529443425902538
196,173,7,4,1,2,0,1,1,2,1,2,0,0.19872777370179087,0.18163860583568572,0.18163121257463977,0.14406511591703935,0.14383360780554816,0.1379012330213036,0.133466851742097
197,173,8,4,1,1,0,0,1,2,1,1,0,0.18433054047623268,0.18262156947783414,0.180338362652473,0.15805594428203545,0.15013022468365267,0.12096438731337612,0.10062490386521708
198,173,9,4,0,2,1,0,1,3,2,0,0,0.19838809824790735,0.1957200341773623,0.18004362544821448,0.16893409207924145,0.16000778172329772,0.13834855149035968,0.13802479035571716
199,173,10,4,0,2,1,0,1,3,2,1,0,0.1873951207417992,0.1733259283964539,0.15994648075322077,0.15441760756753792,0.1486749905884745,0.14006468816078876,0.12847781933700994
200,173,11,5,1,2,1,0,1,4,2,1,0,0.19969779020455852,0.16750422975832857,0.15371441353205817,0.15182185052364783,0.14690705657856662,0.14349668627181345,0.13566181661473165
201,173,12,6,2,2,1,0,1,4,1,2,0,0.1792831690181107,0.16566327126478853,0.15792219425712256,0.1474017836787741,0.1416883884497294,0.11550320698102891,0.10317274493816647
202,173,13,4,1,1,2,0,2,2,2,2,1,0.22308051459697414,0.19991971054131427,0.18835528173925753,0.1844667607894505,0.1521353498066093,0.1451078552692121,0.14153224896056488
203,173,14,5,0,0,1,1,3,1,1,3,2,0.18351027923055913,0.178120920087121,0.17317832226172142,0.1724232056105114,0.1714494467662402,0.1441685607917922,0.11779698342338096
204,173,15,6,1,1,2,2,4,1,1,3,2,0.1802389845899764,0.17361264289934342,0.171548009930452,0.11868991510005637,0.11513681520847735,0.1112173672373572,0.10549707631655679
205,173,16,6,1,1,2,2,3,1,1,4,2,0.19971706798947692,0.18237240440257485,0.1580230260323676,0.14277854920888522,0.12490788394223595,0.1175489753958555,0.11435035387225537
206,173,17,6,0,2,2,1,2,1,1,3,1,0.18936817708680334,0.17002767438253286,0.1634022687341648,0.15089290213324336,0.14272543873815602,0.13128411064540468,0.11709227891562089
207,173,18,6,0,2,2,1,2,1,1,4,1,0.15713249279353986,0.15060406223616135,0.1318247587988418,0.12576888636180236,0.11467894864709383,0.1144135198641423,0.1030317624858037
208,173,19,6,3,2,2,1,2,1,2,4,2,0.1937851181635743,0.18999713738313215,0.13810468232236028,0.11658379586275557,0.1077890266838652,0.10745664251795232,0.10641124520807033
209,173,20,4,2,0,1,0,1,1,2,3,3,0.19650132927862196,0.19552476549348002,0.1889499327235597,0.18159830277642777,0.13256038192155095,0.12128736989036687,0.1029338715272571
210,173,21,5,1,0,1,0,2,0,2,2,3,0.1999711265604508,0.18421621327047527,0.16972809998342825,0.14581096292667967,0.1301822563386667,0.1184913009951746,0.10602965788086458
211,173,22,6,3,1,1,1,2,0,2,1,3,0.19933782489493168,0.18948567079388728,0.17850015379770542,0.15712768410079075,0.14186243601360254,0.1337601532287688,0.12479190550651528
212,173,23,3,0,2,1,1,1,1,2,0,1,0.18984772609678502,0.16832838203402103,0.15105768655491303,0.14519771857006203,0.1393255467601775,0.10993980663113878,0.10583606725286532
213,174,0,8,0,1,1,3,1,3,0,6,1,0.2572472505044391,0.19965722778024778,0.17372434032851827,0.17144440041115977,0.15539856473070085,0.14243677520053524,0.12231399979362223
214,174,1,8,0,1,1,3,1,3,1,6,2,0.18960875756513015,0.17705716238511926,0.1574934515568011,0.15254556846653214,0.13680525939683827,0.1269757814721386,0.10836029863880539
215,174,2,8,0,1,1,3,2,3,1,6,2,0.2581235600774921,0.25635671396289644,0.19555701013401283,0.1728172457541275,0.14818649396924205,0.14643099391250164,0.1302456608987117
216,174,3,8,1,1,2,3,2,3,1,6,2,0.2585594387596379,0.1867049926657563,0.16192834315079394,0.15530458838253547,0.14764851179488997,0.14266060339315217,0.12191902456180462
217,174,4,8,8,1,2,3,2,3,0,6,2,0.2554534467223688,0.1469065840313669,0.1449567216622019,0.14376144877724795,0.14187738423625132,0.1341641589946737,0.1280023608316846
218,174,5,3,0,1,2,0,1,1,1,0,1,0.2557617398477624,0.17589627804763286,0.16293711752798637,0.16060919850011068,0.14692936205812113,0.1449518126708384,0.12897255409121341
219,174,6,3,2,1,3,0,1,1,1,0,1,0.2656593264592789,0.1788194074246517,0.17509576258187667,0.17251018624239986,0.16899571048849116,0.1676788003684458,0.16349655081216055
220,174,7,3,1,1,4,0,0,1,2,0,0,0.23566219149821163,0.190353187043891,0.16394094065211778,0.16087325978074896,0.14185788978531466,0.11514013152304692,0.11193538472861513
221,174,8,3,1,1,3,0,1,1,2,0,0,0.24571128923746346,0.18636341246058563,0.1392324546016217,0.12469608718371572,0.11496072889689733,0.11378729621453862,0.11036280254705104
222,174,9,2,1,2,3,0,1,1,2,0,0,0.1524850597908547,0.12692759378926335,0.12206050112023258,0.11490676495170445,0.11164736017500233,0.1071122569530286,0.105953533319599
223,174,10,3,0,2,2,1,2,1,1,0,0,0.19903528612842947,0.16533841003750455,0.15834899188376256,0.15444367744728155,0.15264355904761184,0.12327679159145549,0.10809658955656971
224,174,11,4,1,2,2,1,3,1,1,0,0,0.16391851408028799,0.16214672342745742,0.13885904933295634,0.1366724218290335,0.12788429114716598,0.10830936323592455,0.10584673723711369
225,174,12,4,1,2,2,1,3,1,1,0,0,0.18169246185596982,0.1689807044461456,0.162619145800396,0.13568635281383687,0.1257496100814877,0.11787874104953026,0.10249955068466783
226,174,13,4,1,2,2,1,2,1,1,1,0,0.1950297868538013,0.18997075667349728,0.1889143335646578,0.172076638983151,0.13409535345726498,0.12183786878377834,0.1158824759327467
227,174,14,4,3,2,2,2,2,1,1,1,0,0.17043078680975532,0.160420585290186,0.13559207559795938,0.13320828411749752,0.12430734874407343,0.11907967373689045,0.11784550032853205
228,174,15,3,0,0,0,1,1,1,1,1,0,0.1857656127657476,0.1537613550212438,0.1460551040225655,0.13470155912857779,0.12280852324499847,0.11810978628602621,0.1095795180141777
229,174,16,3,0,0,0,1,1,1,1,2,1,0.19139748564816883,0.18434517789676086,0.18161170946060717,0.14084757408259035,0.140709875724026,0.13873991996315485,0.13829289749545526
230,174,17,4,0,1,0,1,1,2,1,2,1,0.18080803100222914,0.17465889530647996,0.16668510153211546,0.1555248662681883,0.14866382535137876,0.1359393813313373,0.12933391587777476
231,174,18,4,0,1,0,1,2,2,1,2,2,0.1891912923608107,0.18697564935194147,0.15812313143159007,0.15202683011101378,0.15065274771619933,0.1487138470021099,0.13942835906104384
232,174,19,4,1,2,1,1,2,3,2,2,2,0.1948501399071165,0.17497566870201303,0.17250366892190228,0.16676331834547692,0.16486678521311676,0.1300898848400799,0.12175118880429137
233,174,20,4,0,3,1,2,2,3,1,3,2,0.1937774739537436,0.17989152870715458,0.16560448235631314,0.15943867288378122,0.13292473433276075,0.12900744542178014,0.12695393556106088
234,174,21,4,1,4,2,3,3,3,1,3,2,0.19646658032808206,0.1773373957281843,0.17088788780649233,0.16562107316148839,0.16336866525668212,0.11994937670534021,0.10495360135098884
235,174,22,4,1,3,2,3,3,2,1,3,3,0.1896093021206594,0.15619371307243018,0.1515557067619504,0.14724226023520318,0.1417431173523983,0.13636724508117737,0.11479965399825967
236,174,23,5,2,4,3,3,2,3,2,2,2,0.1906408482007451,0.18537670777292586,0.18462731098953927,0.171025986099693,0.13634341362030267,0.13115689962178217,0.12711618719703435
237,174,24,4,1,3,2,3,2,2,1,2,2,0.19467259385289948,0.19228152316278735,0.18711390027947555,0.17228329563407208,0.16433537549174296,0.13867850416381558,0.13016522219733198
238,174,25,4,1,3,2,3,2,2,1,2,2,0.19555566519375,0.15821077964727093,0.14948145677629654,0.11569921082647723,0.1094195331400074,0.10898173240770272,0.10866170674607885
239,174,26,5,0,4,2,4,2,3,1,2,1,0.19242527933991233,0.17269399651933517,0.1563569498249941,0.1551300144857049,0.13819811034198787,0.1327015857693714,0.12398807706618908
240,174,27,5,1,5,3,5,3,3,1,2,1,0.19599985718776802,0.1632602518506675,0.13433005846868035,0.13388539495193422,0.13374344961990858,0.13108321837949785,0.11816840240451983
241,174,28,5,1,5,3,5,3,2,0,2,1,0.18412448807801424,0.1800135314977981,0.17336464765126822,0.15642038996423419,0.1551083518481225,0.14471205667530201,0.13753954475117341
242,174,29,6,2,4,3,4,3,1,0,1,2,0.19579743100144573,0.17760085229580733,0.17528764687965648,0.16131026483453342,0.1599857707060363,0.14770207802093,0.11298044002794355
243,174,30,4,2,2,2,3,2,0,0,1,2,0.1946399428978191,0.19098174732970052,0.18489425817379845,0.18024035399168303,0.16701007551790975,0.14418605250930516,0.11098336219990207
244,174,31,4,0,0,1,2,1,0,1,1,2,0.1932479851094222,0.1898932730321317,0.1763783935803661,0.16898073631499944,0.14529127555099336,0.11779763832039816,0.11337137666263954
245,174,32,4,0,1,1,3,1,0,1,1,2,0.19219249139240918,0.18705815997229666,0.18520864921715552,0.16033704818446282,0.137306108826605,0.12645168448279157,0.12073316318719013
246,174,33,4,1,1,1,3,1,1,1,1,2,0.18768331870606825,0.16444341662990913,0.16175795756978212,0.16150210519568942,0.14384404562267422,0.13558061805643462,0.10667742645181875
247,174,34,4,1,1,2,2,1,1,2,1,3,0.18687718990514013,0.15749078586552498,0.135209070553717,0.12086944187577943,0.11917940664094817,0.11818014865000316,0.10298885832463102
248,174,35,4,0,1,3,2,2,1,3,1,3,0.18577927777878375,0.18075282092858783,0.1778392263759706,0.16732224043241073,0.15333134607573456,0.14048556234160198,0.11525816888067324
249,174,36,4,1,1,3,3,2,1,3,1,3,0.18649086234539905,0.15359904100613578,0.14084867296675302,0.12423629981849937,0.12127970835412016,0.10622473963181467,0.10469041066157474
250,174,37,3,1,1,3,3,2,1,3,1,3,0.199526380251204,0.19445530255498022,0.18255750340826338,0.1575236131711188,0.13890596747270811,0.1308004910803298,0.11008029429414487
251,174,38,3,2,1,4,3,3,0,4,1,4,0.18840440492389168,0.1578024243331806,0.12920425466816254,0.12493211979977796,0.10744425493336618,0.10536779143883573,0.10454749073718764
252,174,39,3,2,1,4,2,3,0,4,2,4,0.1940742113746924,0.1709099716732635,0.15533089775665904,0.15479288066352165,0.1512721162962673,0.14716047432902085,0.10937900868708238
253,174,40,4,2,1,3,2,2,0,3,1,3,0.19513057043962156,0.19310657457592173,0.14501901997205316,0.135180991037106,0.1250496589400288,0.12254597695090921,0.11501266030226727
254,174,41,5,1,2,1,2,1,1,1,1,2,0.19975709156789495,0.18595230214319408,0.1828185588995946,0.1690014151743301,0.14211905070797773,0.1313920010375384,0.12902942325355382
255,174,42,5,0,1,1,1,1,1,2,1,3,0.18654687511215606,0.17758841639541256,0.17431596195652804,0.16754488089065228,0.15990029564959504,0.14525841294003175,0.11732140088453219
256,174,43,5,1,1,2,1,1,1,2,1,3,0.16118685407951347,0.15381302568520577,0.14001552205094803,0.13524922831426417,0.1303059548390146,0.1301600244943626,0.12964828273114753
257,174,44,4,0,1,2,2,1,1,2,0,2,0.18098678835151097,0.17935532560001047,0.17348134969799897,0.14664224414880772,0.14422507802596,0.13776052968419095,0.10994369839421503
258,174,45,5,0,1,2,2,1,2,2,0,2,0.18104937788853717,0.14543502836110433,0.14396524812681097,0.11599550206646037,0.11503245216782165,0.11269089881197553,0.1106424861318188
259,174,46,6,2,1,2,2,1,2,3,0,2,0.19925150287453658,0.18910035171317713,0.18486187386401787,0.16928164754043967,0.14819344848881755,0.1216199403981903,0.10823807122674269
260,174,47,5,0,2,2,3,1,2,1,0,0,0.1807498204520433,0.16595029673876016,0.16075481811276954,0.15467427118360072,0.14885794457013368,0.11449269682334107,0.11435918651359317
261,174,48,5,1,2,2,3,1,3,2,1,1,0.1978441553042451,0.19646359194034088,0.19616829019065168,0.17268988277126124,0.13484202402555437,0.11231215954808557,0.10886864761123993
262,174,49,5,2,3,2,4,1,4,1,2,1,0.19590355022809425,0.18131080870374705,0.17843695834094475,0.1764752803371007,0.15067336379313878,0.14454951524255655,0.10026798972644668
263,174,51,4,0,3,2,3,1,2,0,1,0,0.1849832897969637,0.18492956846240716,0.16104545652252272,0.14330321491828824,0.12590857201954828,0.11143937995816897,0.1057106269409687
264,174,52,5,1,4,2,3,1,3,0,1,0,0.19952543318238253,0.18938455712836577,0.15734234371886807,0.13282064302175695,0.13077652201880668,0.13000519434711194,0.10360247898731828
265,174,53,4,3,4,2,3,1,3,0,1,0,0.1918310834697846,0.16566279624693692,0.1573525745685086,0.15676001085479818,0.14664535205019924,0.13371454572432934,0.1261568093283148
267,175,0,8,0,4,4,2,1,2,2,1,0,0.2572472505044391,0.1963101906691,0.193411570230475,0.18961865904647335,0.17713563731407259,0.14089443661333273,0.13223636667311356
268,175,1,8,0,5,5,2,1,3,3,1,0,0.25617095486059305,0.19963051634330875,0.19814271611377188,0.14865283504225513,0.14312200933163727,0.1340330552560346,0.10612032384930632
269,175,2,8,0,5,5,2,1,4,4,1,0,0.25993969879529016,0.17088447776263865,0.1681054762036518,0.1625036524679303,0.15240095759520045,0.14999382916076215,0.1323911472756567
270,175,3,8,1,5,6,2,2,4,5,1,1,0.2601552309049691,0.17647484873661085,0.1680720708371557,0.15685262030479208,0.1405261165728141,0.13882629365186908,0.12861031296911074
271,175,4,8,8,4,5,3,3,3,4,1,1,0.26764134674692447,0.19078395105171347,0.13256179442422333,0.13207795737775457,0.12262418464758384,0.12187569645176079,0.11348438130609664
272,175,5,4,0,0,1,1,2,2,2,1,1,0.25606737531060464,0.19923021716281586,0.16052725458129613,0.15029643280514882,0.13609607494707182,0.12474702598562089,0.11555089858246279
273,175,6,5,1,1,2,1,2,3,3,1,1,0.21335040931592544,0.1967487660714317,0.19233103792395725,0.18865360077295124,0.18442512797183597,0.17661102147508248,0.1513883804963947
274,175,7,4,1,2,2,2,2,3,2,2,1,0.23513299498109394,0.1563479661021642,0.14546777407505695,0.14151567473639293,0.13901975079043036,0.13880144751775098,0.11209817340325799
275,175,8,4,2,2,2,2,2,3,2,2,1,0.19351520590542232,0.18583999985724214,0.14166775087271538,0.13239514061787738,0.11829664904608865,0.11387864835824028,0.11149018656469978
276,175,9,3,2,1,1,1,1,3,2,3,2,0.22074094576224096,0.1978515929865759,0.1632985007933303,0.16236571304456848,0.16102556357067233,0.12962893965478484,0.11943571592411237
277,175,10,2,1,0,1,0,1,1,3,1,2,0.26901887856931483,0.18894349991339482,0.15748631700006488,0.1548144359143266,0.15454290642810964,0.14721051015196754,0.14488914326558028
278,175,11,2,1,0,1,0,0,1,2,1,1,0.2590982233605535,0.1859899723563818,0.17844196258542064,0.16193644260056728,0.15883222617696002,0.15615366821187748,0.15468073737490112
279,175,12,1,1,0,1,0,0,0,2,0,0,0.2510866188671775,0.18953098467896007,0.17689299321804047,0.1359687197825783,0.13504052139257358,0.1252980433385232,0.11782247939896513
280,175,13,1,0,0,1,0,0,0,1,1,1,0.25020155052966586,0.19829808591146456,0.18089257404734582,0.13855953695852846,0.1345993690406599,0.1255045387280477,0.10655767938870074
281,175,14,1,0,0,1,0,0,0,1,2,1,0.2393506467678973,0.18506276989295373,0.1821852359590223,0.17953388759291505,0.1713708269389377,0.1523924948754144,0.10596670066721037
282,175,15,1,1,0,2,0,0,0,1,2,1,0.2338352592230661,0.19672048897003472,0.17053955148311617,0.1505802843896048,0.12408814568470435,0.11724442602391293,0.10928935877815633
283,175,16,1,1,0,3,0,1,0,1,1,0,0.2293749315387876,0.1775408839894428,0.17735299807002203,0.17005733883985114,0.16634334051732025,0.1567697723108944,0.1264325269634685
284,175,17,2,0,0,3,0,2,0,0,1,0,0.2018889236061676,0.16770111643956415,0.1643873100789534,0.157174588043395,0.1566879271025747,0.13095369562372108,0.12738729186692221
285,175,18,3,1,0,3,0,2,1,1,1,0,0.19605448660547498,0.19139246119496844,0.178765940538206,0.16996279647607057,0.1604200380518761,0.15209424353458606,0.11568890189988894
286,175,19,4,2,0,3,0,2,2,2,0,0,0.16059152634830842,0.15046232730005854,0.1359465530262781,0.12690845223962435,0.12671648213801476,0.12370116955651932,0.10272362490586236
287,175,20,3,1,0,3,0,1,2,2,0,0,0.17464268360763197,0.17387543249892107,0.17204017289227497,0.1510292195219765,0.13025577287317888,0.1297746704234849,0.11001333517268362
288,175,21,3,0,0,1,0,0,2,2,1,1,0.18644714019435207,0.16086427406026016,0.1415818980460262,0.1288691229907917,0.12012368013216435,0.11989706548104113,0.11797011915605393
289,176,0,8,0,2,1,5,5,0,0,1,2,0.30000000000000004,0.2572472505044391,0.2,0.2,0.18468160620547025,0.16470310940896582,0.14042335348745041
290,176,1,8,0,3,1,5,5,1,0,1,2,0.42919881189980413,0.32576126272699757,0.2556996952273353,0.24,0.2,0.2,0.16470310940896582
291,176,2,8,0,3,1,5,5,2,0,2,2,0.4885,0.32576126272699757,0.288,0.2553328115281798,0.2,0.19011388855497727,0.16470310940896582
292,176,3,8,1,3,1,5,5,3,0,2,2,0.5225,0.4414552476172972,0.288,0.25461409851547295,0.23109464825799958,0.2,0.16470310940896582
293,176,4,8,8,2,1,5,5,3,1,3,3,0.6065,0.42292107123787115,0.288,0.2672632716568591,0.2539176397145357,0.2,0.197643731290759
294,176,5,3,1,0,0,1,1,3,1,3,2,0.4389379357814436,0.29155750305046757,0.288,0.2,0.01,0.0,0.0
295,176,6,2,1,1,1,1,1,2,1,3,2,0.29064733275627996,0.288,0.2731893803582881,0.2,0.01,0.0,0.0
296,176,7,3,0,2,2,1,1,2,2,2,2,0.288,0.28525305367149995,0.2767408423029458,0.2,0.16717031,0.01,0.0
297,176,8,4,1,2,3,1,2,2,3,2,3,0.2803384732528841,0.2688994611176805,0.24,0.20615057110899998,0.20496183267688364,0.2,0.01
298,176,9,4,1,2,3,1,3,1,2,1,3,0.24936107195844037,0.24,0.20782590562793365,0.19949999999999998,0.19644569506438062,0.01,0.0
299,176,10,4,1,1,2,1,3,0,2,1,3,0.24,0.2218066735070327,0.19169694498084391,0.1835,0.18155376583323213,0.01,0.0
300,176,11,3,1,0,1,1,3,0,2,2,3,0.2055,0.2,0.17422989336825878,0.15396973816644638,0.09204976950541856,0.01,0.0
301,176,12,3,2,1,1,1,2,0,2,2,2,0.2,0.174675,0.16807143197906718,0.12673979856371015,0.10245461520146354,0.01,0.0
302,176,13,2,0,2,1,1,1,1,1,2,1,0.16666666666666669,0.15594124999999998,0.11403557263076097,0.07664595817191118,0.01,0.0,0.0
303,176,14,2,1,3,1,2,1,2,1,3,1,0.13888888888888892,0.11551803507496085,0.11255006249999996,0.04186393184848686,0.01,0.0,0.0
304,176,15,2,1,4,2,2,1,2,1,2,0,0.11574074074074077,0.11026196447905012,0.020966239971256018,0.01,0.0,0.0,0.0
305,176,16,3,1,3,1,3,2,1,0,3,1,0.10524504509525333,0.09645061728395064,0.01115440725070437,0.01,0.0,0.0,0.0
306,176,17,3,0,3,1,3,2,2,0,3,1,0.09645061728395064,0.08814272526727467,0.07185589999999999,0.011867527157902711,0.01,0.0,0.0
307,176,18,4,2,3,1,3,2,2,0,4,2,0.19581894742891223,0.0803755144032922,0.03657923098591898,0.014405535944651944,0.01,0.007544545999999985,0.0
308,176,19,3,0,3,1,1,1,1,0,2,1,0.126382875051276,0.0803755144032922,0.017320265871832635,0.01,0.005791468017295022,0.0,0.0
309,176,20,4,1,3,1,2,1,1,0,3,1,0.2,0.13055135207639543,0.0803755144032922,0.023499999999999993,0.01,0.00820114589031275,0.0028694605606698668
310,176,21,4,1,3,1,2,2,1,0,2,1,0.2,0.11619716273276595,0.0803755144032922,0.01,0.005053394376411746,0.0018077788313048363,0.0
311,176,22,4,0,2,2,2,2,1,1,2,1,0.2,0.10644355086716774,0.0803755144032922,0.01,0.00289829854367531,0.0010051391509819977,0.0
312,176,23,4,0,2,2,2,2,1,1,3,1,0.2,0.10749963812767802,0.0803755144032922,0.01,0.003225907719559649,5.142378260306319E-4,0.0
313,176,24,4,1,2,2,2,3,1,1,3,1,0.1262546453075517,0.0803755144032922,0.01,0.003590548198640074,2.3797355666940864E-4,0.0,0.0
314,176,25,4,1,1,1,2,3,1,1,3,1,0.13242260340004,0.0803755144032922,0.01,0.003826267687880795,1.0852880897574565E-4,0.0,0.0
315,176,26,5,1,1,2,2,2,1,1,3,1,0.15329823705826953,0.0803755144032922,0.01,0.004077462161590169,4.3591624604615164E-5,0.0,0.0
316,176,27,5,3,1,1,2,2,1,0,3,1,0.15998479616221703,0.0803755144032922,0.01,0.004345147552498563,6.271889062594462E-5,0.0,0.0
317,176,28,4,1,1,1,2,2,1,0,2,1,0.1535154123249216,0.0803755144032922,0.01,0.0022861993847471183,9.299087539574167E-5,0.0,0.0
318,176,29,4,1,1,1,2,1,2,0,3,1,0.14602162926189194,0.0803755144032922,0.01,0.001202883806284696,9.299087539574167E-5,0.0,0.0
319,176,30,3,0,2,1,2,1,3,0,3,1,0.27,0.1734905351139364,0.0803755144032922,0.01,6.328973146766927E-4,1.1528045311497435E-5,0.0
320,176,31,3,1,3,2,2,1,4,1,3,1,0.263986394127466,0.16856433735788098,0.0803755144032922,0.01,3.6298876137309685E-4,3.448911160604274E-6,0.0
321,176,32,4,1,2,2,2,1,4,2,4,2,0.2560169691564488,0.23717247754891077,0.16071247230676045,0.0803755144032922,2.0818675925411906E-4,7.901223801187601E-7,0.0
322,176,33,3,1,3,3,2,1,4,2,3,1,0.2511445968785448,0.20090685131249758,0.0803755144032922,1.1940239296881116E-4,1.2010066491388936E-7,0.0,0.0
323,176,34,4,0,3,4,2,1,3,2,2,1,0.24578091906034366,0.22948860875467209,0.14662240713773028,0.0803755144032922,6.282356906053997E-5,1.6982551540883913E-8,0.0
